NPAID,Name,m/z,CCS,Adduct
NPA005865,7-chloromellein-5-ol,229.0262,145.65263,M+H
NPA005866,Cytochalasin Z8,466.2588,223.77022,M+H
NPA005867,12-Methyltetradecan-3-one,227.237,162.34422,M+H
NPA005868,9-O-methylscytalol A,309.1333,186.52118,M+H
NPA005869,Pyricuol,233.1172,164.13585,M+H
NPA005870,Psychrophilin H,491.1925,218.92624,M+H
NPA005871,Rhytidchromone C,367.1388,185.80821,M+H
NPA005872,Vomitoxin,297.1333,166.01826,M+H
NPA005873,Agaridin,203.0121,135.97963,M+H
NPA005874,Scalbucillin A,263.0914,162.22679,M+H
NPA005875,"5-Chloro-6,8-dihydroxy-1-methoxy-3-methyanthraquinone",319.0368,174.91856,M+H
NPA005876,Ganoderlactone B,455.2428,218.284,M+H
NPA005877,"3-hydroxy-2,5-toluqui­none",139.039,130.57265,M+H
NPA005878,"(E)-Non-2-en-4,6,8-triynoic acid",145.0284,127.98174,M+H
NPA005879,Diaporthacol,285.1697,171.89105,M+H
NPA005880,Not named,333.1333,184.86586,M+H
NPA005881,Bromoalterochromide A',844.2876,278.9902,M+H
NPA005882,Phomaligol A,285.1333,177.10371,M+H
NPA005883,Pestaloficiol Q,321.1697,174.54288,M+H
NPA005884,3-hydroxy-5-(3-hydroxy-5-methylphenoxy)benzoic acid,261.0758,160.81525,M+H
NPA005885,Sodagnitin D,657.327,249.70222,M+H
NPA005887,Pyrrocidine B,490.2952,212.9009,M+H
NPA005888,Fischerindoline,511.2803,222.67986,M+H
NPA005889,Mullinamide B,358.1431,181.28714,M+H
NPA005890,Melleolide L,451.1518,197.50116,M+H
NPA005891,Terrestrol A,399.1439,196.48576,M+H
NPA005892,"Ergosta-7,22-diene-3-one",397.3465,206.28546,M+H
NPA005893,"19,21-Dibromooscillatoxin A",735.1374,240.33305,M+H
NPA005894,"1-(3,5-dihydroxyphenyl)-4-hydroxypentan-2-one",211.0965,146.1085,M+H
NPA005895,Altersetin,400.2483,202.79169,M+H
NPA005896,EH21A2,519.3065,232.70926,M+H
NPA005897,Penicisochroman B,277.1435,169.17268,M+H
NPA005898,"5-(3',3'-dimethylallyloxy)-7-methoxy-6-methylphthalide",263.1278,164.47963,M+H
NPA005899,Sterostrein L,237.1485,158.87575,M+H
NPA005900,3-Hydroxyoctadecanoic acid,301.2737,179.32152,M+H
NPA005901,Aflaquinolone D,436.2119,206.64427,M+H
NPA005902,Dityromycin,1289.6453,357.02612,M+H
NPA005903,Abscisterol C,411.2894,201.6844,M+H
NPA005904,Aspinotriol A,173.1172,149.77193,M+H
NPA005905,Apoptolidin C,1097.6619,322.6676,M+H
NPA005906,Prodigiosin R1,420.301,221.6292,M+H
NPA005907,Not named,1141.7416,337.48984,M+H
NPA005908,Epothilone A1,480.2415,222.76439,M+H
NPA005909,FR-66979,324.119,177.02733,M+H
NPA005910,Salinipostin C,445.2714,207.5761,M+H
NPA005911,Tolypyridone A,340.1907,184.00389,M+H
NPA005912,Myrothecol E,419.2428,198.52654,M+H
NPA005913,Pestalotiopamide D,258.1336,161.39809,M+H
NPA005914,Arthropsolide D,253.1071,161.15805,M+H
NPA005915,Pyrenochaetolide B,199.0965,144.05006,M+H
NPA005916,Fusaranthraquinone,325.1282,177.8592,M+H
NPA005917,Banegasine,205.0972,142.72096,M+H
NPA005918,Ficipyrone B,269.1384,168.48997,M+H
NPA005919,Platencin A4,444.2017,196.50511,M+H
NPA005920,BE-52440B,671.1793,252.67917,M+H
NPA005922,Akanthomycin,296.1857,169.1131,M+H
NPA005923,Xylarinic acid A,211.1693,158.72911,M+H
NPA005924,methyl aeruginosate A,707.4365,253.22963,M+H
NPA005925,Sterigmatocystin,325.0707,182.75114,M+H
NPA005926,Trichodecenin I,752.5281,270.61487,M+H
NPA005927,Diphenazithionin,611.0867,225.74298,M+H
NPA005928,Thelephantin A,517.1493,218.42638,M+H
NPA005929,Salinamide D,1006.4768,311.2035,M+H
NPA005930,Phomadecalin A,249.1485,156.99962,M+H
NPA005931,Ganoderiol C,519.4044,234.51723,M+H
NPA005932,35-O-Phenylacetyl bacteriohopanetetrol triacetate,791.5457,275.67868,M+H
NPA005933,Ficiolide C,313.1646,169.38539,M+H
NPA005934,"Octahydromenaquinone MK-9(II,III,VIII,IX)",793.6857,284.61728,M+H
NPA005935,Chaetomugilin G,465.1675,220.91641,M+H
NPA005936,Penialidin C,291.05,167.00652,M+H
NPA005937,Trichlornorlichexanthone,360.9432,168.65201,M+H
NPA005938,Acremoxanthone B,613.1341,238.6793,M+H
NPA005939,Sphaeropsidin A,347.1853,170.87325,M+H
NPA005940,Curvularide B,328.2483,189.2179,M+H
NPA005941,BMY-41219,488.1453,207.15257,M+H
NPA005942,3-Hydroxyjuglone,191.0339,139.35228,M+H
NPA005943,Tuberin,178.0863,139.82863,M+H
NPA005944,Serratiochelin C,448.1715,200.85774,M+H
NPA005945,(+)-chizhine F,357.1697,187.49754,M+H
NPA005947,Penitrem F,618.2981,237.17513,M+H
NPA005948,Isohirsut-4-ene,205.1951,152.49709,M+H
NPA005949,Citreoviripyrone B,233.1172,165.10052,M+H
NPA005950,Radianspene M,627.368,251.60103,M+H
NPA005951,Pyripyropene H,482.2537,212.5846,M+H
NPA005952,Syringomycin A1,1197.5666,349.71738,M+H
NPA005953,Isochromophilone VIII,395.162,196.34027,M+H
NPA005954,Butyl lucidenate N,517.3524,237.78404,M+H
NPA005955,Agariblazeispirol C,381.2424,199.30873,M+H
NPA005956,"2,4-Dichloro-3,6-di-O-methylnorlichexant",355.0135,176.61508,M+H
NPA005957,Epicoccin N,487.0662,203.33899,M+H
NPA005958,PM050511,563.3215,233.14001,M+H
NPA005959,MKN-003C,227.1642,159.3651,M+H
NPA005960,Chrysogedone B,198.1125,148.0476,M+H
NPA005961,"1,5-dihydroxy-3-(2-oxopropyl)-6-methoxycarbonylxanthone",343.0813,186.6479,M+H
NPA005962,Pyrenophorin,309.1333,173.25829,M+H
NPA005963,5-hydroxy-3-methyl-4-(1-hydroxylethyl)-furan-2(5H)-one,159.0652,133.8069,M+H
NPA005964,Crocadepsin B,858.3072,272.88492,M+H
NPA005965,AAL Toxin Tc1,490.3375,211.85374,M+H
NPA005966,Ulongamide D,672.3426,253.90445,M+H
NPA005967,Pyrogallol,127.039,128.06206,M+H
NPA005968,Eupenicinicol A,323.2217,177.45988,M+H
NPA005969,MK800-62F1,607.4205,230.80235,M+H
NPA005970,"(1S,3R)-1,3,8-trihydroxy-6-methoxy-3-methyl-1,2,3,4-tetrahydro-9,10-anthraquinone",305.102,174.68126,M+H
NPA005971,Phaeofuran B,243.1227,164.26875,M+H
NPA005972,Spiropolin A,365.1959,185.19553,M+H
NPA005973,Sorbicillactone B,420.1653,201.57896,M+H
NPA005974,Cathestatin A,350.1711,180.21965,M+H
NPA005975,"2-acetyl-1,2,3,4-tetrahydro-β-carboline",215.1179,147.91441,M+H
NPA005976,Melithiazol G,437.1563,206.16301,M+H
NPA005977,Notamide F,476.2544,221.26979,M+H
NPA005978,Benthocyanin A,493.2122,214.23705,M+H
NPA005979,"(7β,15α)‐7,15‐dihydroxysoyasapogenol B",491.3731,219.59538,M+H
NPA005980,"(22E,24R)-3-acetoxy-19(10-->6)-abeo-ergosta-5,7,9,22-tetraen-3beta-OL",437.3414,217.5942,M+H
NPA005981,Cyclo-(Leu-Ile),227.1754,159.29927,M+H
NPA005982,Oxopropaline E,401.1707,196.76668,M+H
NPA005983,Blazeispirol U,437.2687,218.9829,M+H
NPA005984,4-Methoxymethyl-3-[(2-methyl-4-indolyl)-methyl]-2-methylindole,319.1805,176.62859,M+H
NPA005985,Hygrocin F,538.2072,230.4709,M+H
NPA005986,"(-)-(2S,3S,4R)-10-de-O-carbamoyl-12-O-carbamoylstreptothricin E",631.3522,242.2968,M+H
NPA005987,Cymbimicin B,1019.6203,327.47537,M+H
NPA005988,(16R)-hydroxyroquefortine C,406.1874,191.81473,M+H
NPA005989,Talaperoxide D,253.1435,161.97845,M+H
NPA005990,Trichorovin-XI,1175.7762,367.72568,M+H
NPA005991,Halichoblelide B,937.5883,308.7372,M+H
NPA005992,Spindomycin A,298.1438,172.36473,M+H
NPA005993,Camphosterol A,333.2424,183.8131,M+H
NPA005994,Not named,465.1755,210.74895,M+H
NPA005995,Rhodotorulic acid,345.1769,176.64,M+H
NPA005996,Versicolactone D,439.1752,202.15297,M+H
NPA005997,Oxyphysodic acid,501.2119,220.55356,M+H
NPA005998,Daedaleaside D,689.4259,254.38988,M+H
NPA005999,Ganohainanic acid C,501.3211,212.69977,M+H
NPA006000,"8,9-dihydrogreensporone D",385.1413,187.19392,M+H
NPA006001,Polymyxin E4,1141.7416,339.74185,M+H
NPA006002,Daldinialanone,439.3571,215.60349,M+H
NPA006003,"1,4-dihydroxy-2,5-dimethoxy-9,10-anthraquinone",301.0707,172.09792,M+H
NPA006004,Bequinostatin A,505.1493,214.92813,M+H
NPA006005,Pyxidicycline A,366.0972,181.09004,M+H
NPA006006,Arenamide B,644.4018,250.59239,M+H
NPA006007,"(-)-(1R,6R,7S,10R)-11-oxocadinan-4-en-1-ol",237.1849,157.23077,M+H
NPA006008,Paecilomycin M,351.1439,188.14812,M+H
NPA006009,Trichocladinol B,241.1071,165.61531,M+H
NPA006010,"6,7-dideoxy-squalestatin H5",449.1806,188.63742,M+H
NPA006011,Sydowiol C,385.1282,190.51341,M+H
NPA006012,Nivetetracyclate B,401.1595,189.14555,M+H
NPA006013,Fumonisin B2,706.4009,257.7551,M+H
NPA006014,Cyclopiamide C,339.134,180.21141,M+H
NPA006015,Hypogeamicin D,392.134,198.01123,M+H
NPA006016,Cyclomarazine B,384.2282,192.77689,M+H
NPA006017,Hexagonin C,525.3575,244.33145,M+H
NPA006018,35-O-α-Altruronopyranosylbacteriohopanetetrol 2β‐methyl,737.5198,262.10257,M+H
NPA006019,Carminomycin,514.1708,213.13853,M+H
NPA006020,Saliniketal A,396.2745,204.43593,M+H
NPA006021,Altenuic acid III,325.0918,169.35321,M+H
NPA006022,Ieodomycin A,243.1591,158.79454,M+H
NPA006023,Melleolide Q,455.1831,203.00407,M+H
NPA006024,(+)-neopestalotin E,296.1493,167.78806,M+H
NPA006025,Konakhin,409.2504,204.25902,M+H
NPA006026,Wortmannilactone E,427.2479,220.41806,M+H
NPA006027,Epicoccamide,558.3637,226.92613,M+H
NPA006028,Psychrophilin F,459.2027,209.80244,M+H
NPA006029,"3-methoxy-1,4,8-trihydroxy-5-(1',3',4'-trihydroxybutan-2-yl)xanthone",379.1024,187.30385,M+H
NPA006030,"(1S,2R)-3-oxo-2-pentylcyclopentane-1-butyric acid",241.1798,164.08865,M+H
NPA006031,Lucensimycin G,1011.3639,283.5438,M+H
NPA006032,Phenazostatin C,503.1714,221.99324,M+H
NPA006033,N‐(6‐O‐carbamoyl‐β‐D‐glucopyranosyl)‐N‐demethylansamitocin P,812.3003,258.86945,M+H
NPA006034,Cebetin A,639.09,229.43507,M+H
NPA006035,Exumolide A,730.4174,271.04013,M+H
NPA006036,Lobophorin D,1157.6367,330.38522,M+H
NPA006037,Psoracorylifol D,273.1849,175.74942,M+H
NPA006038,Nocardimicin D,786.4648,279.40482,M+H
NPA006039,PF1163B,462.3214,214.80153,M+H
NPA006040,Microsphaeropsone B,321.0969,173.80998,M+H
NPA006041,MyrothecolsA,411.1933,189.6117,M+H
NPA006042,Viridenepoxydiol,257.2111,166.95766,M+H
NPA006043,3-Hydroxy-N-phenethyl-butyramide,208.1332,143.74663,M+H
NPA006044,Malleobactin D,1225.5655,318.0147,M+H
NPA006045,Chaetomugilin H,449.1726,223.32687,M+H
NPA006046,Xestodecalactone F,351.1802,185.17743,M+H
NPA006047,Abscisterol A,397.3101,202.17494,M+H
NPA006048,Camphoratin G,471.3105,220.24065,M+H
NPA006049,Trisorbicillinone D,745.3219,256.27792,M+H
NPA006050,Erinacine P,493.2796,215.62749,M+H
NPA006051,"1,2-Dihydrohelvolic acid",571.3266,233.78722,M+H
NPA006052,Epi-Leucinopine,262.1285,160.73213,M+H
NPA006053,Botryorhodine F,351.1075,181.49747,M+H
NPA006054,"1-(4-Ethylphenyl)-1,2-ethanediol",167.1067,142.49374,M+H
NPA006055,Frustulosinol,205.0859,143.40926,M+H
NPA006056,Tryprostatin A,382.2125,198.11555,M+H
NPA006057,Erythropterin,266.052,165.41676,M+H
NPA006058,Not named,325.1071,173.47012,M+H
NPA006059,Xestodecalactone E,367.1752,188.75726,M+H
NPA006060,Cryptophycin-19,625.2675,254.79973,M+H
NPA006061,Pestalotiopyrone H,267.0863,164.76213,M+H
NPA006062,Aspulvinone H,433.201,210.28827,M+H
NPA006063,"4,4'-(3-hydroxypropane-1,1-diyl)diphenol",245.1172,163.68513,M+H
NPA006064,Depsidellin A,565.2796,240.15416,M+H
NPA006065,Talapolyester E,705.2389,242.9272,M+H
NPA006066,Adonixanthin diglucoside,907.5202,307.5371,M+H
NPA006067,Pimprinine,199.0866,148.0982,M+H
NPA006068,"methyl-3′,5′-dichloro-4,4′-di-O-methylatromentate",451.0346,204.43224,M+H
NPA006069,Roseopurpurin F,381.1544,193.0818,M+H
NPA006070,Xylerythrin,409.1071,200.6057,M+H
NPA006072,Armochaetoglobin O,512.2908,227.12715,M+H
NPA006073,"(7β)‐7,29‐dihydroxysoyasapogenol B",491.3731,210.67465,M+H
NPA006074,Leupyrrin C,725.4008,268.90482,M+H
NPA006075,3-O-acetylganoderic acid B,559.3266,239.29381,M+H
NPA006076,Drechslerine G,253.1798,160.82237,M+H
NPA006077,Apratoxin A sulfoxide,856.4889,280.40802,M+H
NPA006078,Gyrophoric acid,469.1129,197.59178,M+H
NPA006079,Subenniatin A,445.2909,216.2712,M+H
NPA006080,Boydine B,615.2193,228.19948,M+H
NPA006082,Nodulisporol,195.1016,143.78297,M+H
NPA006083,γ-glutamylmethionine sulfoximine,310.1068,160.7679,M+H
NPA006084,Not named,309.1333,166.30205,M+H
NPA006085,Epothilone B,508.2728,233.13069,M+H
NPA006086,Curacin B,374.2512,189.1617,M+H
NPA006087,Cyclocalopin A,297.1333,180.07216,M+H
NPA006088,Cyathin C5,347.1853,181.00764,M+H
NPA006089,Gibellulic acid,249.1485,166.13109,M+H
NPA006090,Spiciferone C,249.1122,159.12993,M+H
NPA006091,Ornithine-containing lipid,625.5514,255.52618,M+H
NPA006092,Thelephantin M,549.118,224.69685,M+H
NPA006093,Pluraflavin B,841.3754,283.0905,M+H
NPA006094,"7-(3-butanonyl)-6,6-dimethyl-2-cyclohex-4-none-2-carboxylic acid",239.1278,158.73186,M+H
NPA006095,SF2738C,263.0849,153.49577,M+H
NPA006096,Chandrananimycin C,297.1234,175.10533,M+H
NPA006097,Peptide P2,421.1752,198.2275,M+H
NPA006098,Viscosinamide C,1125.713,339.2993,M+H
NPA006099,Flavasperone,287.0914,169.46523,M+H
NPA006100,Chrodrimanin F,431.2428,205.80144,M+H
NPA006101,(-)-delta-Araneosene,273.2577,172.53502,M+H
NPA006102,Alteramide A,511.2803,228.0302,M+H
NPA006103,Nigerapyrone E,209.0809,150.34135,M+H
NPA006104,Chaetoglobosin D,529.2697,228.94962,M+H
NPA006105,Terretonin H,517.2432,215.62346,M+H
NPA006106,Balticol B,239.0914,157.72948,M+H
NPA006107,Not named,647.2092,232.50084,M+H
NPA006108,Viscosin,1126.697,341.46945,M+H
NPA006109,Mollicellin J,403.0943,191.84734,M+H
NPA006110,Psoracorylifol A,289.1798,174.77571,M+H
NPA006111,(+)-chizhine A,291.1227,164.47356,M+H
NPA006112,Concentricolide,556.53,245.533,M+H
NPA006113,SF2809-VI,425.186,203.05045,M+H
NPA006114,Cyclothialidine E,612.197,223.52185,M+H
NPA006115,Mumbaistatin,549.1028,214.5272,M+H
NPA006116,Noscomin,427.2843,208.61563,M+H
NPA006117,Siolipin A,609.5929,252.98828,M+H
NPA006118,Alanditrypinone,543.2139,224.9444,M+H
NPA006119,"2beta,13-Dihydroxyledol",255.1955,163.8383,M+H
NPA006120,Pandangolide 4,487.236,214.23587,M+H
NPA006121,Altersolanol F,337.0918,175.0803,M+H
NPA006122,Dinemasone B,257.1384,169.78203,M+H
NPA006123,Dimethylmenaquinone DMMK-8,745.5918,259.53497,M+H
NPA006124,Penialidin A,309.0605,167.12836,M+H
NPA006125,Arizonin A1,331.0813,182.11493,M+H
NPA006126,"2,3-dihydro-3S-hydroxy-6,7-dimethoxy-2,2-dimethyl-4H-1-benzopyran-4-one",253.1071,156.55348,M+H
NPA006127,Xyloketal J,519.2741,225.75964,M+H
NPA006128,Abyssomicin J,711.2834,256.10226,M+H
NPA006129,1''-acetylaporpinone B,235.0601,145.4995,M+H
NPA006130,Sch 601254,251.1642,169.30873,M+H
NPA006131,Karnamicin B1,366.1118,178.70961,M+H
NPA006132,Diplobifuranylone D,197.0809,147.26239,M+H
NPA006133,15G256α-2,681.2389,243.42102,M+H
NPA006134,Isopropylfuran,111.0805,129.79121,M+H
NPA006135,Variecolin,369.2788,195.66008,M+H
NPA006136,Pladienolide G,511.3266,224.56284,M+H
NPA006137,Indole-3-acetic acid methyl ester,190.0863,136.13579,M+H
NPA006138,JBIR-78,826.3982,272.1539,M+H
NPA006139,Blennolide B,321.0969,181.48985,M+H
NPA006140,methyl(E)-4-methoxycinnamate,193.0859,139.26274,M+H
NPA006141,Minioluteumide B,408.2381,201.90326,M+H
NPA006142,Citreohybridone F,559.2902,229.09789,M+H
NPA006143,Sch 382583,412.2806,197.60051,M+H
NPA006144,Dothiorelone I,337.1646,181.75702,M+H
NPA006145,Not named,299.0809,164.03403,M+H
NPA006146,Halawanone A,443.1337,211.62105,M+H
NPA006147,Bioxalomycin β1,386.1711,202.32277,M+H
NPA006148,Piscibactin,454.0924,198.0687,M+H
NPA006149,"1,3-Diphenylethylurea",269.1649,163.10313,M+H
NPA006150,Cystomanamide D,755.3822,263.4731,M+H
NPA006151,Resveratrodehyde B,285.0758,166.19841,M+H
NPA006152,6’-hydroxygriseofulvin,369.0736,189.32066,M+H
NPA006153,F-11334-B2,209.1172,148.63106,M+H
NPA006154,"2,5-Dihydroxy-4-hydroxymethyl-acetanilide",198.0761,142.23688,M+H
NPA006155,Epicoccin E,439.0628,197.90092,M+H
NPA006156,Precolibactin C,796.3521,268.17816,M+H
NPA006157,5-(3'-methyl-2'-butenyl)-2-hydroxy-3-methoxy-4-methylbenzoic acid,251.1278,162.25407,M+H
NPA006158,3''-Demethylchartreusin,627.1709,232.7972,M+H
NPA006159,EI-1507-1,355.1176,198.66106,M+H
NPA006160,Gibepyrone C,179.0703,140.13336,M+H
NPA006161,"5,7,8,3',4'-Pentahydroxy-isoflavone",303.05,168.08339,M+H
NPA006162,"14,20-Dideoxy-thaxtomin A",407.1714,193.46664,M+H
NPA006163,Pisolactone,471.3833,215.45169,M+H
NPA006164,"4,5-dihydroxy-3-(2-hydroxyethyl)-1-methoxy-8-methoxycarbonyl xanthone",361.0918,186.03842,M+H
NPA006165,"10α,15-dihydroxyamorph-4-en-3-one",253.1798,162.92122,M+H
NPA006166,Kipukasin J,451.1347,198.0282,M+H
NPA006167,Phomalactone deriv. II,391.2115,201.75362,M+H
NPA006168,Migrastatin,490.28,212.90361,M+H
NPA006169,Papyracon B,269.1384,171.88994,M+H
NPA006170,6-O-(6-O-pentadecanoyl-α-D-glucopyranosyl)-1-O-pentadecanoyl-α-D-glucopyranose,791.5515,292.14273,M+H
NPA006171,Semicochliodinol B,439.1653,202.10664,M+H
NPA006172,4′-epi-N-2-hydroxyethyl-azachaetoviridin A,476.1835,220.16045,M+H
NPA006173,Pseudomonic acid A,501.3058,226.25008,M+H
NPA006174,Cladosporol B,351.0863,191.54451,M+H
NPA006175,Bacterioruberin,741.5817,285.50534,M+H
NPA006176,Deflectin 2b,427.2479,223.17801,M+H
NPA006177,Chondrosterin G,179.0703,141.4238,M+H
NPA006178,Tsugaric acid A,499.3782,219.82399,M+H
NPA006179,Chloropupukeanolide B,629.1784,220.12059,M+H
NPA006180,A-500359 E,474.1355,205.01639,M+H
NPA006181,Herqueiazole,380.1493,205.47206,M+H
NPA006182,Not named,767.291,261.08005,M+H
NPA006183,Brasilinolide B,1181.7041,327.1506,M+H
NPA006184,Termitomycamide D,409.3425,205.17674,M+H
NPA006185,"7-Deoxy-7,8-didehydrosydonic acid",249.1485,165.15807,M+H
NPA006186,Atlantinone A,443.2428,202.87128,M+H
NPA006187,Multiforisin C,299.1126,166.13799,M+H
NPA006188,Not named,273.0718,159.13191,M+H
NPA006189,Trichodenone A,125.0597,127.50401,M+H
NPA006190,Neocyclocitrinol D,401.2687,202.33992,M+H
NPA006191,"(6bS,7R)-4,9-dihydroxy-7-methoxy-1,2,6b,7-tetrahydrobenz[j]fluoranthen-3,8-dione",349.1071,196.69676,M+H
NPA006192,Trichurusin B,437.2898,213.6154,M+H
NPA006193,Oxysporidinone,490.3163,222.90842,M+H
NPA006194,Fomitopsin B,569.3473,228.57405,M+H
NPA006196,Cephalimysin A,400.1755,198.13643,M+H
NPA006197,Botcinolide,403.2327,197.44951,M+H
NPA006198,Ansacarbamitocin A,855.3062,266.7043,M+H
NPA006199,"(24S,25R)-24,25-dihydroxy-3,7-dioxo-5α-lanost-8-en-26-ol",489.3575,217.72725,M+H
NPA006200,Carbamidocyclophane F,764.2649,269.55353,M+H
NPA006201,Thielavin B methyl ester,581.2381,234.33485,M+H
NPA006202,Not named,481.1507,217.31248,M+H
NPA006203,3-Chloro-4-(3-chloro-2-nitrophenyl)-5-methoxy-3-pyrrolin-2-one,302.9934,166.05229,M+H
NPA006204,Bezerramycin C,310.0823,169.70082,M+H
NPA006205,IT-62-B,770.3019,272.02097,M+H
NPA006206,Thiazomycin E2,1083.1307,296.77884,M+H
NPA006207,Formamicin,809.5046,291.2811,M+H
NPA006208,13-Methyltetradec-8-en-2-one,225.2213,157.9237,M+H
NPA006209,Dioschrin,663.1167,246.85738,M+H
NPA006210,Sterin B,207.1016,146.10966,M+H
NPA006211,Decarboxydihydrocitrinone,223.0965,152.71529,M+H
NPA006212,2-Demethylsteffimycin D,547.181,226.80757,M+H
NPA006213,"24(E)-3β-hydroxylanosta-8,24- dien-26-al-21-oic acid",471.3469,217.59485,M+H
NPA006214,7-Chlorocanarione,307.0004,169.15144,M+H
NPA006215,15b-β-methoxy-5-N-acetylardeemin,499.234,221.66618,M+H
NPA006216,Nocapyrone O,269.1748,173.15225,M+H
NPA006217,Asperterpenol B,375.3258,210.68355,M+H
NPA006218,Julichrome Q5.6,639.1861,245.71288,M+H
NPA006219,Aogacillin A,267.1591,167.88037,M+H
NPA006220,4-(5-oxotetrahydrofuran-3-yl)benzaldehyde,191.0703,149.94518,M+H
NPA006221,POH 2,1030.5892,326.8954,M+H
NPA006222,Dehydrobotrydienol,235.1693,155.3596,M+H
NPA006223,Peniphenone B,399.1075,190.47513,M+H
NPA006224,Cyclipostin T,473.3027,214.39647,M+H
NPA006225,Neurosporaxanthin beta-D-glucopyranoside,661.4099,261.00687,M+H
NPA006226,"16α,26-dihydroxylanosta-8,24-dien-3-one",457.3676,219.91432,M+H
NPA006227,Psoracorylifol E,273.1849,175.82008,M+H
NPA006228,Ascolactone A,309.0969,167.3315,M+H
NPA006229,Reveromycin C,675.3739,255.72607,M+H
NPA006230,"(+)-(10E,15R)-10,11-dehydrocurvularin",291.1227,164.44426,M+H
NPA006231,Cryptosporioptide A,751.1505,264.44077,M+H
NPA006232,Aurilide C,820.543,274.04434,M+H
NPA006233,Coniochaetone A,231.0652,151.00362,M+H
NPA006234,Sculezonone B,405.118,192.21458,M+H
NPA006235,Penarine B,251.1642,163.2031,M+H
NPA006236,Heronamide F,422.269,210.69498,M+H
NPA006237,N-propionyl-desacetyl-mycothiol-bimane,691.2491,238.52908,M+H
NPA006238,Hypomurocin A-4,1175.7762,354.0928,M+H
NPA006239,A-503083 E,517.1413,203.38866,M+H
NPA006240,3'-O-L-quinovosyl saphenate,415.15,206.01176,M+H
NPA006241,Polyoxypeptin B,953.5554,288.64044,M+H
NPA006242,Polylisin C,293.1384,170.49171,M+H
NPA006244,Fumiquinazoline Q,432.1667,206.39372,M+H
NPA006245,N-decanoyl-L-homoserine lactone,256.1907,165.46477,M+H
NPA006246,"Lanosta-7,9(11)-dien-3β-acetyloxy-24,25,26-trihydroxy",517.3888,217.84953,M+H
NPA006247,Saccharosacrin F,1238.7197,351.95575,M+H
NPA006248,Phenatic acid A,294.1336,164.64963,M+H
NPA006249,"1-Methoxy-dec-2-ene-4,6,8-triyne",159.0805,127.77562,M+H
NPA006250,TAN-868 A,320.1466,173.9182,M+H
NPA006251,Quanolirone I,695.2698,250.85435,M+H
NPA006252,Castochrin,631.0905,246.5685,M+H
NPA006253,"2-acetyl-1,8-dihydroxy-3-methylanthraquinone",297.0758,175.5461,M+H
NPA006254,14-Methylpentadec-10-en-2-one,239.237,163.96642,M+H
NPA006255,4-Hydroxy-3-nitrobenzoic acid,184.0241,139.04283,M+H
NPA006256,Not named,182.027,138.26967,M+H
NPA006257,Ganoapplanatumine B,286.1074,171.48778,M+H
NPA006258,Cytospolide A,313.201,189.78075,M+H
NPA006259,Diolmycin A1,298.1438,172.5739,M+H
NPA006260,Methyl 11-metyloctadec-11-enoate,311.2945,178.57954,M+H
NPA006261,3-methyl-1-heptene,113.1325,133.66466,M+H
NPA006262,"(32R,33R,34S)-bacteriohopanetetrol",547.4721,229.86562,M+H
NPA006263,Acetylgliotoxin G,433.0015,178.21558,M+H
NPA006264,Alternariol 4-methyl-10-acetyl ether,315.0863,177.95535,M+H
NPA006265,Cyanogramide,416.1605,197.34016,M+H
NPA006266,A-53930A,887.5421,283.2291,M+H
NPA006267,5-Acetoxyoxachamigrene,393.0827,184.3994,M+H
NPA006268,Nostocyclyne A,343.2632,191.15508,M+H
NPA006269,TMC-154,789.4995,273.45816,M+H
NPA006270,Microcolin B,732.4906,282.2136,M+H
NPA006271,Phellinene acid A,255.1955,166.89403,M+H
NPA006272,Scytalol A,295.1176,168.03783,M+H
NPA006273,Korormicin I,470.2668,220.22505,M+H
NPA006274,Austinoneol,415.2115,194.8413,M+H
NPA006275,"(2S,10R,3'S,4'S,6'S)-4'-deacetyl-griseusin B methyl ester",419.1337,196.13252,M+H
NPA006276,Paeciloquinone F,399.0711,194.89998,M+H
NPA006277,"(2R,3E)-N-{(1S,2R,3E,7E)-1-[(β-D-glucopyranosyloxy)methyl]-2-hydroxy-8-methylhexadeca-3,7-dien-1-yl}-2-hydroxyheneicos-3-enamide",782.6141,273.6049,M+H
NPA006278,Not named,713.4987,270.1005,M+H
NPA006279,Tetracenoquinocin,481.1493,218.92763,M+H
NPA006280,E-837,379.2479,196.8062,M+H
NPA006281,Deferrihydroxyneocoprogen I,715.3509,266.44397,M+H
NPA006282,Pamamycin-635F,636.4834,250.31349,M+H
NPA006283,Albatrelin F,683.4306,259.11148,M+H
NPA006284,"3-O-2'-methylbutyl-4a,10a-dihydrofusarubin A",379.1752,193.74379,M+H
NPA006285,"7-Hydroxy-8,20-dimethyl-9-docosenoic acid",383.352,199.37422,M+H
NPA006286,"(20S,22S,23E)-22O-acetyl-25-hydroxylanosta-8,23(E)-dien-3-one",499.3782,226.12106,M+H
NPA006287,[Leu-7]surfactin,1022.6748,334.2052,M+H
NPA006288,"(2R,3S,3′S)-2-hydroxyastaxanthin",613.3888,260.1486,M+H
NPA006289,Not named,552.3068,224.36328,M+H
NPA006290,Cystothiazole B,439.1356,198.32722,M+H
NPA006291,Botryslactone,305.1748,182.1646,M+H
NPA006292,Berkazaphilone B,387.1439,193.25758,M+H
NPA006293,Phellinene acid B,255.1955,166.30635,M+H
NPA006294,Cochlioquinone B,473.2898,218.59352,M+H
