NPAID,Name,m/z,CCS,Adduct,URL
NPA003736,Asperdiazapinone B,388.1666,194.99763,M-H,https://www.npatlas.org/explore/compounds/NPA003736
NPA003737,"(1'S,5'S,6'S)-5',6'-dihydroxy-2',6'-dimethyl-3'-(2''-oxopentyl)cyclohex-2'-en-1'-yl 2,4-dihydroxy-6-methylbenzoate",391.1762,189.58907,M-H,https://www.npatlas.org/explore/compounds/NPA003737
NPA003738,Ascotrichic acid,269.1758,161.23515,M-H,https://www.npatlas.org/explore/compounds/NPA003738
NPA003739,Dihydroxysabinane,185.1547,148.18022,M-H,https://www.npatlas.org/explore/compounds/NPA003739
NPA003740,Virginiamycin M1,524.2402,235.43098,M-H,https://www.npatlas.org/explore/compounds/NPA003740
NPA003741,Phomalairdenol C,235.1703,155.85832,M-H,https://www.npatlas.org/explore/compounds/NPA003741
NPA003742,5-iminoaranciamycin,542.1668,231.97177,M-H,https://www.npatlas.org/explore/compounds/NPA003742
NPA003743,Acremine G,393.1707,193.76372,M-H,https://www.npatlas.org/explore/compounds/NPA003743
NPA003744,Chaetone E,315.0874,171.7322,M-H,https://www.npatlas.org/explore/compounds/NPA003744
NPA003745,"(3aR,8aR)-3a-acetoxyl-1,2,3,3a,8,8a-hexahydropyrrolo-[2,3-b]indol",217.0982,146.12903,M-H,https://www.npatlas.org/explore/compounds/NPA003745
NPA003746,Bhimamycin B,269.0455,161.89737,M-H,https://www.npatlas.org/explore/compounds/NPA003746
NPA003747,Fusoxysporone,285.2224,174.96141,M-H,https://www.npatlas.org/explore/compounds/NPA003747
NPA003748,(+)-daeschol A,489.098,220.82079,M-H,https://www.npatlas.org/explore/compounds/NPA003748
NPA003749,Inonotusol G,455.353,210.91046,M-H,https://www.npatlas.org/explore/compounds/NPA003749
NPA003750,Emerixanthone B,421.1656,199.80591,M-H,https://www.npatlas.org/explore/compounds/NPA003750
NPA003751,Antibiotic X-14547A,492.3119,220.41492,M-H,https://www.npatlas.org/explore/compounds/NPA003751
NPA003752,Neorustmicin A,363.2177,189.65912,M-H,https://www.npatlas.org/explore/compounds/NPA003752
NPA003753,Benzomalvin A,380.1404,192.5866,M-H,https://www.npatlas.org/explore/compounds/NPA003753
NPA003754,"6,8a-Seco-6,8a-deoxy-2,5-didehydroaverme",855.49,286.24707,M-H,https://www.npatlas.org/explore/compounds/NPA003754
NPA003755,"(+)-(4R,8R)-foedanolide",235.1339,161.53004,M-H,https://www.npatlas.org/explore/compounds/NPA003755
NPA003756,"3a-(2-amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline-7,9-dicarboxylic acid",337.0677,173.87129,M-H,https://www.npatlas.org/explore/compounds/NPA003756
NPA003757,TMC-120-C,256.0979,160.92104,M-H,https://www.npatlas.org/explore/compounds/NPA003757
NPA003759,Fluoroacetate,77.0044,113.80144,M-H,https://www.npatlas.org/explore/compounds/NPA003759
NPA003760,Ganoleuconin C,557.312,229.8808,M-H,https://www.npatlas.org/explore/compounds/NPA003760
NPA003761,Benzastatin C,349.1688,187.94795,M-H,https://www.npatlas.org/explore/compounds/NPA003761
NPA003762,Umbilicaxanthoside B,733.2713,256.86545,M-H,https://www.npatlas.org/explore/compounds/NPA003762
NPA003763,Miuraenamide F,698.2082,243.66182,M-H,https://www.npatlas.org/explore/compounds/NPA003763
NPA003764,2-Methylenebornane,149.1336,136.65933,M-H,https://www.npatlas.org/explore/compounds/NPA003764
NPA003765,C1-11 thermocryptoxanthin-11,881.6301,310.821,M-H,https://www.npatlas.org/explore/compounds/NPA003765
NPA003766,Luminacin E1/E2,493.2443,220.30692,M-H,https://www.npatlas.org/explore/compounds/NPA003766
NPA003767,Maytansinol-9-methyl ether-3-3'-methylbutyrate,661.2897,261.73215,M-H,https://www.npatlas.org/explore/compounds/NPA003767
NPA003768,MS-444,229.0506,148.11124,M-H,https://www.npatlas.org/explore/compounds/NPA003768
NPA003769,Spiromastixone N,429.0069,190.86012,M-H,https://www.npatlas.org/explore/compounds/NPA003769
NPA003770,"4-(4-buta-2,3-dienyloxy-benzyloxy)-benzoic acid methyl ester",309.1132,172.36662,M-H,https://www.npatlas.org/explore/compounds/NPA003770
NPA003771,"(1R*,4R*,6S*,7S*,9R*,10R*,12R*, 13R*)-1,10-dibromo-4:7,6:13,9:12-trisepoxypentadeca-1,2-diene",404.9706,180.0804,M-H,https://www.npatlas.org/explore/compounds/NPA003771
NPA003772,Penikellide B,445.1868,198.67883,M-H,https://www.npatlas.org/explore/compounds/NPA003772
NPA003773,Aurovertin H,491.1922,216.26263,M-H,https://www.npatlas.org/explore/compounds/NPA003773
NPA003774,25-hydroxy-3-epitumulosic acid,501.3585,221.55394,M-H,https://www.npatlas.org/explore/compounds/NPA003774
NPA003775,Lyngbyaureidamide B,840.4301,280.25357,M-H,https://www.npatlas.org/explore/compounds/NPA003775
NPA003776,"7-hydroxy-3',5'-dihydroxyisoflavone",269.0455,162.00708,M-H,https://www.npatlas.org/explore/compounds/NPA003776
NPA003777,SPF-32629A,300.1241,173.31543,M-H,https://www.npatlas.org/explore/compounds/NPA003777
NPA003778,Citridone A,292.1343,175.42511,M-H,https://www.npatlas.org/explore/compounds/NPA003778
NPA003779,"(3R,4S,5S,17R,20R)-3,17,20-trihydroxy-4-methylpregn-8-en-7-one",361.2384,197.26534,M-H,https://www.npatlas.org/explore/compounds/NPA003779
NPA003781,Trichorzin PA VIII,1794.0535,437.62662,M-H,https://www.npatlas.org/explore/compounds/NPA003781
NPA003782,TAN-950 A,171.0411,133.68303,M-H,https://www.npatlas.org/explore/compounds/NPA003782
NPA003783,"(1S,2R)-3-oxo-2-pentylcyclopentane-1-butyric acid methyl ester",253.1809,167.66026,M-H,https://www.npatlas.org/explore/compounds/NPA003783
NPA003784,Cochliomycin A,403.1762,196.66203,M-H,https://www.npatlas.org/explore/compounds/NPA003784
NPA003785,Subglutinol A,425.2697,209.62663,M-H,https://www.npatlas.org/explore/compounds/NPA003785
NPA003786,3-Chloro-anisaldehyde,169.0062,131.81258,M-H,https://www.npatlas.org/explore/compounds/NPA003786
NPA003787,PI-080,1047.4231,309.79874,M-H,https://www.npatlas.org/explore/compounds/NPA003787
NPA003788,"(4S,5S)-4,5-dihydroxy-2-methylcyclohex-2-enone",141.0557,126.77442,M-H,https://www.npatlas.org/explore/compounds/NPA003788
NPA003789,Diplodiatoxin,307.1915,171.9016,M-H,https://www.npatlas.org/explore/compounds/NPA003789
NPA003790,Alloaureothin,396.1452,196.38608,M-H,https://www.npatlas.org/explore/compounds/NPA003790
NPA003791,Speradine H,349.1194,186.45113,M-H,https://www.npatlas.org/explore/compounds/NPA003791
NPA003792,Ampullosporin C,1606.9326,412.9674,M-H,https://www.npatlas.org/explore/compounds/NPA003792
NPA003793,Not named,548.2654,217.75175,M-H,https://www.npatlas.org/explore/compounds/NPA003793
NPA003794,Sporulene B,473.4153,226.29984,M-H,https://www.npatlas.org/explore/compounds/NPA003794
NPA003795,Asterriquinone monoacetate,547.2238,229.91237,M-H,https://www.npatlas.org/explore/compounds/NPA003795
NPA003796,Macrosphelide G,325.1293,183.80754,M-H,https://www.npatlas.org/explore/compounds/NPA003796
NPA003797,YUA001,220.1343,151.74326,M-H,https://www.npatlas.org/explore/compounds/NPA003797
NPA003798,Deprenylzinnimide,206.0459,140.44008,M-H,https://www.npatlas.org/explore/compounds/NPA003798
NPA003799,Microcystbiopterin B,412.1474,199.54839,M-H,https://www.npatlas.org/explore/compounds/NPA003799
NPA003800,Aurachin L,376.2282,195.99406,M-H,https://www.npatlas.org/explore/compounds/NPA003800
NPA003801,Bipolamide B,192.1394,153.26622,M-H,https://www.npatlas.org/explore/compounds/NPA003801
NPA003802,TMC-86B,413.2293,202.18674,M-H,https://www.npatlas.org/explore/compounds/NPA003802
NPA003803,19-O-methyl-22-methoxypre-shamixanthone,469.2232,211.78003,M-H,https://www.npatlas.org/explore/compounds/NPA003803
NPA003804,Blastmycetin A,613.3508,248.88417,M-H,https://www.npatlas.org/explore/compounds/NPA003804
NPA003805,Glionitrin B,382.0537,177.7386,M-H,https://www.npatlas.org/explore/compounds/NPA003805
NPA003806,Sydowinol,315.051,165.65721,M-H,https://www.npatlas.org/explore/compounds/NPA003806
NPA003807,Collinone,533.0725,218.37796,M-H,https://www.npatlas.org/explore/compounds/NPA003807
NPA003808,Soraphinol C,221.1183,152.57611,M-H,https://www.npatlas.org/explore/compounds/NPA003808
NPA003809,"I' - (6""- 0-myristyl-p-glucopyanosyloxy) -3,4,3', 4' -tetradehydro1,2,1',2'-tetrahydro-l-hydroxy-yl,yl-carotene",939.6719,326.96753,M-H,https://www.npatlas.org/explore/compounds/NPA003809
NPA003810,9-acetyldiorcinol B,373.1656,194.25124,M-H,https://www.npatlas.org/explore/compounds/NPA003810
NPA003811,Artabotryol A,455.353,217.67343,M-H,https://www.npatlas.org/explore/compounds/NPA003811
NPA003813,2'.3'-di hydroxypropyl-(2-amino-2-deoxy)-beta-D-glucopyranoside,252.1089,154.59943,M-H,https://www.npatlas.org/explore/compounds/NPA003813
NPA003814,Cyathisterone,409.3112,206.63515,M-H,https://www.npatlas.org/explore/compounds/NPA003814
NPA003815,5-hydroxydichomitol,267.1602,164.14423,M-H,https://www.npatlas.org/explore/compounds/NPA003815
NPA003816,Veraguamide H,673.4182,254.00664,M-H,https://www.npatlas.org/explore/compounds/NPA003816
NPA003817,Satratoxin H 13'-acetate,569.2392,245.08856,M-H,https://www.npatlas.org/explore/compounds/NPA003817
NPA003818,"4'-Deoleandrosyl-6,8a-seco-6,8a-deoxy avermectin A1a",727.4426,269.93344,M-H,https://www.npatlas.org/explore/compounds/NPA003818
NPA003819,Prugosene C2,423.2541,211.25154,M-H,https://www.npatlas.org/explore/compounds/NPA003819
NPA003820,Pentanedioic acid 2-(1-methylethylidene)-1-methyl ester,185.0819,135.20934,M-H,https://www.npatlas.org/explore/compounds/NPA003820
NPA003821,Ganoderenic acid B,513.2858,222.6916,M-H,https://www.npatlas.org/explore/compounds/NPA003821
NPA003822,Hueafuranoid C,337.2384,192.52382,M-H,https://www.npatlas.org/explore/compounds/NPA003822
NPA003823,Austdiol,235.0612,151.14395,M-H,https://www.npatlas.org/explore/compounds/NPA003823
NPA003824,Phomopsinone A,223.0976,156.27565,M-H,https://www.npatlas.org/explore/compounds/NPA003824
NPA003825,Phaeolschidin E,328.0826,184.08723,M-H,https://www.npatlas.org/explore/compounds/NPA003825
NPA003826,Preussochromone E,307.0823,176.85263,M-H,https://www.npatlas.org/explore/compounds/NPA003826
NPA003827,"(1E,3S,5Z,10S,11R)-2,10-dimethyl-1-(2-methyl-1,3-thiazol-4-yl)trideca-1,5-diene-3,11-diol",336.2003,186.40685,M-H,https://www.npatlas.org/explore/compounds/NPA003827
NPA003828,Brartemicin,641.1723,237.98935,M-H,https://www.npatlas.org/explore/compounds/NPA003828
NPA003829,Talarolutin A,361.202,189.85913,M-H,https://www.npatlas.org/explore/compounds/NPA003829
NPA003830,Anabaenopeptin H,921.5203,300.25015,M-H,https://www.npatlas.org/explore/compounds/NPA003830
NPA003832,L-β-(3-hydroxyureido)-alanine,162.052,130.87773,M-H,https://www.npatlas.org/explore/compounds/NPA003832
NPA003833,Huptremule D,491.2915,225.95366,M-H,https://www.npatlas.org/explore/compounds/NPA003833
NPA003834,Chaetomugilin C,431.1267,202.46117,M-H,https://www.npatlas.org/explore/compounds/NPA003834
NPA003835,F1839-J,498.2861,218.26083,M-H,https://www.npatlas.org/explore/compounds/NPA003835
NPA003836,Spirangien J,687.4477,253.53056,M-H,https://www.npatlas.org/explore/compounds/NPA003836
NPA003837,Epicolactone,347.0772,177.04558,M-H,https://www.npatlas.org/explore/compounds/NPA003837
NPA003838,Brevione L,455.2439,209.42369,M-H,https://www.npatlas.org/explore/compounds/NPA003838
NPA003839,"2,3,5-trichloro-4,6-dimethoxy-phenol",254.9388,152.61958,M-H,https://www.npatlas.org/explore/compounds/NPA003839
NPA003840,Helicusin A,473.1372,203.9782,M-H,https://www.npatlas.org/explore/compounds/NPA003840
NPA003841,2-methyl-butanoic acid methyl ester,115.0764,125.1071,M-H,https://www.npatlas.org/explore/compounds/NPA003841
NPA003842,Iso-monodictyphenone,287.0561,157.13496,M-H,https://www.npatlas.org/explore/compounds/NPA003842
NPA003843,"(+)-(1R,3R,6S,7S,11R)-3,12-dihydroxy-α-muurolene",235.1703,162.25911,M-H,https://www.npatlas.org/explore/compounds/NPA003843
NPA003844,Not named,339.1238,177.88515,M-H,https://www.npatlas.org/explore/compounds/NPA003844
NPA003845,Hexadec-10-en-2-one,237.2224,163.14732,M-H,https://www.npatlas.org/explore/compounds/NPA003845
NPA003846,Peneciraistin C,397.1504,193.2561,M-H,https://www.npatlas.org/explore/compounds/NPA003846
NPA003847,Cyclo-(L-Pro-L-Tyr),259.1088,163.38362,M-H,https://www.npatlas.org/explore/compounds/NPA003847
NPA003848,Minutissamide B,1150.5669,323.6063,M-H,https://www.npatlas.org/explore/compounds/NPA003848
NPA003849,"2-(1',2'-dihydroxy-1'-methylethyl)-6,10-dimethyl-9-hydroxyspiro<4,5>dec-6-en-8-one",267.1602,161.8907,M-H,https://www.npatlas.org/explore/compounds/NPA003849
NPA003850,Brasilibactin A,800.4815,276.81796,M-H,https://www.npatlas.org/explore/compounds/NPA003850
NPA003851,1-hydroxyboivinianic acid,235.0612,151.3793,M-H,https://www.npatlas.org/explore/compounds/NPA003851
NPA003852,"8,9-dihydrogreensporone C",333.1707,185.92715,M-H,https://www.npatlas.org/explore/compounds/NPA003852
NPA003853,Guignardone I,309.1707,184.41618,M-H,https://www.npatlas.org/explore/compounds/NPA003853
NPA003854,Emycine D,307.0976,177.1023,M-H,https://www.npatlas.org/explore/compounds/NPA003854
NPA003855,Cyclo(L-alpha-Glutamyl-L-prolyl-L-alpha-,451.1834,201.11829,M-H,https://www.npatlas.org/explore/compounds/NPA003855
NPA003856,"1'-(6""- 0- (I I "" '-methyllauryl) -P-glucopyranosyloxy]-3,4,3',4'-tetradehydro-1,2,1',2'-tetrahydro-I -hydroxy- yl, yl-carotene",925.6563,324.70822,M-H,https://www.npatlas.org/explore/compounds/NPA003856
NPA003857,"(2S,3R,4R)-2-(3,4-Dihydroxyphenyl)oxolane-3,4-diol",211.0612,149.99352,M-H,https://www.npatlas.org/explore/compounds/NPA003857
NPA003858,Asterrelenin,430.1772,193.89436,M-H,https://www.npatlas.org/explore/compounds/NPA003858
NPA003859,Anabaenopeptin MM850,849.4628,280.2266,M-H,https://www.npatlas.org/explore/compounds/NPA003859
NPA003860,Eutypoid D,297.0768,171.33934,M-H,https://www.npatlas.org/explore/compounds/NPA003860
NPA003861,Trichodermaketone D,263.1652,170.60298,M-H,https://www.npatlas.org/explore/compounds/NPA003861
NPA003862,(-)-applanatumol Z,279.0874,161.91597,M-H,https://www.npatlas.org/explore/compounds/NPA003862
NPA003863,Penicimarin C,279.1238,165.02664,M-H,https://www.npatlas.org/explore/compounds/NPA003863
NPA003864,Coniochaetone D,259.0976,162.79234,M-H,https://www.npatlas.org/explore/compounds/NPA003864
NPA003865,Trichobotrysin C,414.265,210.08076,M-H,https://www.npatlas.org/explore/compounds/NPA003865
NPA003866,Papyracillic acid,225.0768,150.78217,M-H,https://www.npatlas.org/explore/compounds/NPA003866
NPA003867,Malettinin B,291.1238,168.27374,M-H,https://www.npatlas.org/explore/compounds/NPA003867
NPA003868,"(E)-4-(hept-1-enyl)-7-(3-methylbut-2-enyl)-2,3-dihydrobenzofuran-2,5-diol",315.1965,185.94102,M-H,https://www.npatlas.org/explore/compounds/NPA003868
NPA003869,Dictyophorine A,231.139,161.20143,M-H,https://www.npatlas.org/explore/compounds/NPA003869
NPA003870,Hydroxycyanobacterin,401.1161,195.65747,M-H,https://www.npatlas.org/explore/compounds/NPA003870
NPA003871,(S)-5-(benzoyl)dihydro-2(3H)-furanone,189.0557,139.62761,M-H,https://www.npatlas.org/explore/compounds/NPA003871
NPA003872,Smardaesidin A,363.1813,198.12276,M-H,https://www.npatlas.org/explore/compounds/NPA003872
NPA003873,Aspercyclide C,381.1707,202.6284,M-H,https://www.npatlas.org/explore/compounds/NPA003873
NPA003874,Diplopyrone,195.0663,146.40044,M-H,https://www.npatlas.org/explore/compounds/NPA003874
NPA003875,Spheroidenone,581.4364,249.54544,M-H,https://www.npatlas.org/explore/compounds/NPA003875
NPA003876,Aspernolide K,453.1555,194.10127,M-H,https://www.npatlas.org/explore/compounds/NPA003876
NPA003877,"1,16-diamino-4,8,13-triazahexadecane",258.2663,155.01183,M-H,https://www.npatlas.org/explore/compounds/NPA003877
NPA003878,Gephyromycin,373.0929,177.8929,M-H,https://www.npatlas.org/explore/compounds/NPA003878
NPA003879,Streptoverticillinone,220.0615,147.27055,M-H,https://www.npatlas.org/explore/compounds/NPA003879
NPA003880,(+)-applanatumol Z,279.0874,162.3536,M-H,https://www.npatlas.org/explore/compounds/NPA003880
NPA003881,Hawaiinolide D,373.202,189.65562,M-H,https://www.npatlas.org/explore/compounds/NPA003881
NPA003882,γ-L-glutamyl-L-leucine,259.1299,163.73494,M-H,https://www.npatlas.org/explore/compounds/NPA003882
NPA003884,(-)-Virescenoside N,497.2756,211.12662,M-H,https://www.npatlas.org/explore/compounds/NPA003884
NPA003885,Wollamide B,738.4308,265.1261,M-H,https://www.npatlas.org/explore/compounds/NPA003885
NPA003886,Mangromicin H,379.2126,192.34312,M-H,https://www.npatlas.org/explore/compounds/NPA003886
NPA003887,Nitrosporeusine B,306.0441,167.58554,M-H,https://www.npatlas.org/explore/compounds/NPA003887
NPA003888,"6,8-Dihydroxy-3,5,7-trimethylisochroman",207.1026,150.64827,M-H,https://www.npatlas.org/explore/compounds/NPA003888
NPA003889,"(5S,6R)-5,6-dihydro-3,5,6-trimethylpyran-2-one",139.0764,132.03998,M-H,https://www.npatlas.org/explore/compounds/NPA003889
NPA003890,Gymnoascolide C,295.0976,164.14883,M-H,https://www.npatlas.org/explore/compounds/NPA003890
NPA003891,Berkelic acid,531.2599,219.65807,M-H,https://www.npatlas.org/explore/compounds/NPA003891
NPA003892,Fattiviracin FV-8,1415.8519,388.52097,M-H,https://www.npatlas.org/explore/compounds/NPA003892
NPA003893,Desoxypatulinic acid,155.035,135.94057,M-H,https://www.npatlas.org/explore/compounds/NPA003893
NPA003894,Pyramidamycin A,166.0509,138.30093,M-H,https://www.npatlas.org/explore/compounds/NPA003894
NPA003895,Eurystatin C,435.2613,207.51271,M-H,https://www.npatlas.org/explore/compounds/NPA003895
NPA003896,Not named,435.166,198.89708,M-H,https://www.npatlas.org/explore/compounds/NPA003896
NPA003897,(5S)-5-hydroxy-4-(3-methyl-2-buten-1-yl)-7-oxabicyclo[4.1.0]hept-3-en-2-one,193.087,145.13995,M-H,https://www.npatlas.org/explore/compounds/NPA003897
NPA003898,Curtisian G,715.2396,250.12703,M-H,https://www.npatlas.org/explore/compounds/NPA003898
NPA003899,WAP-8294Ax13,1574.8224,379.68466,M-H,https://www.npatlas.org/explore/compounds/NPA003899
NPA003900,Iturin C4,1084.5684,320.37497,M-H,https://www.npatlas.org/explore/compounds/NPA003900
NPA003901,Versicoumarin C,275.1289,158.36845,M-H,https://www.npatlas.org/explore/compounds/NPA003901
NPA003902,Terremide B,372.099,185.0995,M-H,https://www.npatlas.org/explore/compounds/NPA003902
NPA003903,WB-3559 C,639.4954,254.6906,M-H,https://www.npatlas.org/explore/compounds/NPA003903
NPA003904,Utahmycin A,252.0666,158.13567,M-H,https://www.npatlas.org/explore/compounds/NPA003904
NPA003905,[Val7]lichenysin G13,991.6449,322.7278,M-H,https://www.npatlas.org/explore/compounds/NPA003905
NPA003906,Radianspene I,391.2126,198.85567,M-H,https://www.npatlas.org/explore/compounds/NPA003906
NPA003907,"C-17-epi-Deoxy-0,8-salinomycin",749.4845,270.0488,M-H,https://www.npatlas.org/explore/compounds/NPA003907
NPA003908,ethyl ganoderate J,541.3171,215.56764,M-H,https://www.npatlas.org/explore/compounds/NPA003908
NPA003909,Bacteriohopanepentol ether,722.5212,247.15785,M-H,https://www.npatlas.org/explore/compounds/NPA003909
NPA003910,Meleagrin B,734.3923,257.56058,M-H,https://www.npatlas.org/explore/compounds/NPA003910
NPA003911,Spoxazomicin A,334.1231,172.0472,M-H,https://www.npatlas.org/explore/compounds/NPA003911
NPA003912,"(7S,11S,12S,14R)-1',4',14-trimethoxyamentol",483.3116,217.1393,M-H,https://www.npatlas.org/explore/compounds/NPA003912
NPA003913,Cacibiocin B,396.9636,178.04416,M-H,https://www.npatlas.org/explore/compounds/NPA003913
NPA003914,8a-Hydroxyisotrichoverrin A,547.2548,228.38191,M-H,https://www.npatlas.org/explore/compounds/NPA003914
NPA003915,Tropolactone B,499.2337,223.30739,M-H,https://www.npatlas.org/explore/compounds/NPA003915
NPA003916,Lapatin B,357.0993,186.33092,M-H,https://www.npatlas.org/explore/compounds/NPA003916
NPA003917,Largamide E,1186.5444,346.064,M-H,https://www.npatlas.org/explore/compounds/NPA003917
NPA003918,Not named,890.4741,285.79672,M-H,https://www.npatlas.org/explore/compounds/NPA003918
NPA003919,Not named,269.0455,160.31773,M-H,https://www.npatlas.org/explore/compounds/NPA003919
NPA003920,5-hydroxy-2-hydroxymethyl-4H-chromen-4-one,191.035,136.54137,M-H,https://www.npatlas.org/explore/compounds/NPA003920
NPA003921,JBIR-27,249.1496,158.81052,M-H,https://www.npatlas.org/explore/compounds/NPA003921
NPA003922,N-desmethyl 12-keto pretubulysin D,668.3487,245.93146,M-H,https://www.npatlas.org/explore/compounds/NPA003922
NPA003923,"17(21)-hopene-6α,12β-diol",441.3738,212.99214,M-H,https://www.npatlas.org/explore/compounds/NPA003923
NPA003924,Botrydial,309.1707,178.96738,M-H,https://www.npatlas.org/explore/compounds/NPA003924
NPA003925,Oscillapeptin C,1060.5612,303.47867,M-H,https://www.npatlas.org/explore/compounds/NPA003925
NPA003926,2-imino-3-methylene-5-L-(carboxy-L-threoninyl)pyrrolidine,240.099,153.27403,M-H,https://www.npatlas.org/explore/compounds/NPA003926
NPA003927,Pretrichodermamide C,511.085,221.34961,M-H,https://www.npatlas.org/explore/compounds/NPA003927
NPA003928,Ganoderic acid GS-2,499.3065,212.77583,M-H,https://www.npatlas.org/explore/compounds/NPA003928
NPA003929,Variecolorin K,464.2555,213.49773,M-H,https://www.npatlas.org/explore/compounds/NPA003929
NPA003930,Chlorocatechelin B,459.1288,199.7173,M-H,https://www.npatlas.org/explore/compounds/NPA003930
NPA003931,JBIR-90,435.1449,206.02513,M-H,https://www.npatlas.org/explore/compounds/NPA003931
NPA003932,Trichoderonic acid A,311.15,179.22429,M-H,https://www.npatlas.org/explore/compounds/NPA003932
NPA003933,Botryolide C,267.0874,160.50047,M-H,https://www.npatlas.org/explore/compounds/NPA003933
NPA003934,Alterlactone,287.0561,163.14925,M-H,https://www.npatlas.org/explore/compounds/NPA003934
NPA003935,(±)-tylopilusin B,371.0772,184.94012,M-H,https://www.npatlas.org/explore/compounds/NPA003935
NPA003936,Eremofortin C,321.1343,183.12038,M-H,https://www.npatlas.org/explore/compounds/NPA003936
NPA003937,"3β,11α-dihydroxyergosta-8,24(28)-dien-7-one",427.3217,211.07983,M-H,https://www.npatlas.org/explore/compounds/NPA003937
NPA003938,Oblongolide U,279.1602,169.82446,M-H,https://www.npatlas.org/explore/compounds/NPA003938
NPA003939,4-hydroxymethyl-2-methyl-3-furanylcarbonyl α-L-rhamnopyranoside,301.0929,164.75543,M-H,https://www.npatlas.org/explore/compounds/NPA003939
NPA003940,Furanone A,195.0663,144.30162,M-H,https://www.npatlas.org/explore/compounds/NPA003940
NPA003941,Curtisian P,499.1398,204.49817,M-H,https://www.npatlas.org/explore/compounds/NPA003941
NPA003942,Anhydroexfoliamycin,415.1398,197.13652,M-H,https://www.npatlas.org/explore/compounds/NPA003942
NPA003943,Chrodrimanin E,425.1969,202.81856,M-H,https://www.npatlas.org/explore/compounds/NPA003943
NPA003944,3-Hydroxyroridin E,529.2443,219.46306,M-H,https://www.npatlas.org/explore/compounds/NPA003944
NPA003945,"Alpha,alpha,6-Trimethyl-4-(3-hydroxy-5-methylphenoxy)-5-prenyl-2,3-dihydrobenzofuran-2beta-methanol",381.2071,199.59135,M-H,https://www.npatlas.org/explore/compounds/NPA003945
NPA003946,Aspergione D,255.0663,159.65092,M-H,https://www.npatlas.org/explore/compounds/NPA003946
NPA003947,(±)-asperlone B,379.0459,192.23885,M-H,https://www.npatlas.org/explore/compounds/NPA003947
NPA003948,Marasmone,277.1081,177.20403,M-H,https://www.npatlas.org/explore/compounds/NPA003948
NPA003949,Nitrosporeunol G,343.2278,191.76572,M-H,https://www.npatlas.org/explore/compounds/NPA003949
NPA003950,Hypsiziprenol-A12,995.8495,304.65216,M-H,https://www.npatlas.org/explore/compounds/NPA003950
NPA003951,(+)-kaurene,271.2431,180.53204,M-H,https://www.npatlas.org/explore/compounds/NPA003951
NPA003952,3-bromo-5-chloro-4-methoxybenzaldehyde,246.9167,137.02077,M-H,https://www.npatlas.org/explore/compounds/NPA003952
NPA003953,"3',4'-anti-prepyridomacrolidin A",566.2395,234.14412,M-H,https://www.npatlas.org/explore/compounds/NPA003953
NPA003954,Pyrronazol A1,363.0753,184.50487,M-H,https://www.npatlas.org/explore/compounds/NPA003954
NPA003955,Terrestrin E,709.1715,245.29507,M-H,https://www.npatlas.org/explore/compounds/NPA003955
NPA003956,Platencin A2,440.1715,195.01591,M-H,https://www.npatlas.org/explore/compounds/NPA003956
NPA003957,Altersolanol H,319.0823,172.47462,M-H,https://www.npatlas.org/explore/compounds/NPA003957
NPA003958,Pterulamide IV,711.4814,275.2308,M-H,https://www.npatlas.org/explore/compounds/NPA003958
NPA003959,"CJ-17,572",360.218,184.14177,M-H,https://www.npatlas.org/explore/compounds/NPA003959
NPA003961,Chaetone D,285.0768,162.47012,M-H,https://www.npatlas.org/explore/compounds/NPA003961
NPA003962,Lichenysin-G4,1019.6762,323.5765,M-H,https://www.npatlas.org/explore/compounds/NPA003962
NPA003963,Pyrrolizixenamide B,249.1608,161.34828,M-H,https://www.npatlas.org/explore/compounds/NPA003963
NPA003964,Sanglifehrin D,1084.6591,343.15433,M-H,https://www.npatlas.org/explore/compounds/NPA003964
NPA003965,1-O-(2-aminobenzoyl)-α-L-rhamnoside,282.0983,163.68999,M-H,https://www.npatlas.org/explore/compounds/NPA003965
NPA003966,Trans-9-hydroxy-8-oxo-3-methyldodecan-4-olide,241.1445,161.9355,M-H,https://www.npatlas.org/explore/compounds/NPA003966
NPA003967,Astraeusin E,457.3687,208.5438,M-H,https://www.npatlas.org/explore/compounds/NPA003967
NPA003968,Urnucratin A,347.0561,187.80731,M-H,https://www.npatlas.org/explore/compounds/NPA003968
NPA003969,Prenylterphenyllin,405.1707,199.2199,M-H,https://www.npatlas.org/explore/compounds/NPA003969
NPA003970,Not named,270.0731,157.42519,M-H,https://www.npatlas.org/explore/compounds/NPA003970
NPA003971,RP-1776,1481.6634,369.86075,M-H,https://www.npatlas.org/explore/compounds/NPA003971
NPA003972,VM54339,549.3221,236.58604,M-H,https://www.npatlas.org/explore/compounds/NPA003972
NPA003973,Cryptophycin 176,625.2322,241.0085,M-H,https://www.npatlas.org/explore/compounds/NPA003973
NPA003974,Penicillone C,315.051,174.60341,M-H,https://www.npatlas.org/explore/compounds/NPA003974
NPA003975,Cottoquinazoline C,470.1834,210.38997,M-H,https://www.npatlas.org/explore/compounds/NPA003975
NPA003976,Cryptoporic acid E,847.4485,261.65457,M-H,https://www.npatlas.org/explore/compounds/NPA003976
NPA003977,Erinarol A,691.5671,274.7985,M-H,https://www.npatlas.org/explore/compounds/NPA003977
