NPAID,Name,m/z,CCS,Adduct,URL
NPA006912,Micropeptin LH925,948.4359,289.755,M+Na,https://www.npatlas.org/explore/compounds/NPA006912
NPA006913,Bassianin,418.1625,207.19629,M+Na,https://www.npatlas.org/explore/compounds/NPA006913
NPA006914,"(3R,4R,5R)-2,4,6-trimethyloct-6-ene-3,5-diol",209.1512,161.13841,M+Na,https://www.npatlas.org/explore/compounds/NPA006914
NPA006915,"2S,4R-spinosate",335.1101,186.63782,M+Na,https://www.npatlas.org/explore/compounds/NPA006915
NPA006917,Asterriquinone CT5,529.2098,230.89227,M+Na,https://www.npatlas.org/explore/compounds/NPA006917
NPA006918,"4RS,7SR,11SR,2H-3,4,4a,5a,7,8-hexahydro-4-hydroxy-pyrano[2,3-b]cyclopenta[d]pyran-9(6H)-one",233.0784,160.03636,M+Na,https://www.npatlas.org/explore/compounds/NPA006918
NPA006919,Russujaponol E,273.1461,159.75496,M+Na,https://www.npatlas.org/explore/compounds/NPA006919
NPA006920,Neomaclafungin I,815.5643,270.13297,M+Na,https://www.npatlas.org/explore/compounds/NPA006920
NPA006921,Citrifelin A,349.141,191.01958,M+Na,https://www.npatlas.org/explore/compounds/NPA006921
NPA006922,Aeruginoside 126A,737.3844,273.0342,M+Na,https://www.npatlas.org/explore/compounds/NPA006922
NPA006923,SMTP-33,570.2673,230.4588,M+Na,https://www.npatlas.org/explore/compounds/NPA006923
NPA006924,1-(3-Formylphenyl)-ethanone,171.0416,141.79735,M+Na,https://www.npatlas.org/explore/compounds/NPA006924
NPA006925,(-)-episphaeropsidone,179.0315,144.69666,M+Na,https://www.npatlas.org/explore/compounds/NPA006925
NPA006926,Luminmycin B,563.3415,233.8507,M+Na,https://www.npatlas.org/explore/compounds/NPA006926
NPA006927,"N-(1-(2,2-dimethyl-5-undecyl-1,3-dioxolan-4-yl)-2-hydroxyethyl)stearamide",604.5275,263.7507,M+Na,https://www.npatlas.org/explore/compounds/NPA006927
NPA006929,(-)-epoxyserinone A,249.0733,163.70071,M+Na,https://www.npatlas.org/explore/compounds/NPA006929
NPA006930,Teleocidin B4,474.3091,222.04799,M+Na,https://www.npatlas.org/explore/compounds/NPA006930
NPA006931,Madindoline A/B,394.1989,205.20894,M+Na,https://www.npatlas.org/explore/compounds/NPA006931
NPA006932,Glisoprenin B,741.6003,274.47086,M+Na,https://www.npatlas.org/explore/compounds/NPA006932
NPA006933,Versicoumarin B,313.141,173.95053,M+Na,https://www.npatlas.org/explore/compounds/NPA006933
NPA006934,Pneumocandin B1,1071.5584,312.01242,M+Na,https://www.npatlas.org/explore/compounds/NPA006934
NPA006935,SMTP-5,522.2826,228.3993,M+Na,https://www.npatlas.org/explore/compounds/NPA006935
NPA006936,Lachnumon B1,296.9733,155.8181,M+Na,https://www.npatlas.org/explore/compounds/NPA006936
NPA006937,N-[2-(4-hydroxyphenyl)-2-oxoethyl]acetamide,216.0631,149.88713,M+Na,https://www.npatlas.org/explore/compounds/NPA006937
NPA006938,Telomestatin,605.0598,240.61766,M+Na,https://www.npatlas.org/explore/compounds/NPA006938
NPA006939,Inonotin B,275.1617,172.72112,M+Na,https://www.npatlas.org/explore/compounds/NPA006939
NPA006940,Trichodermamide B,473.0722,215.70695,M+Na,https://www.npatlas.org/explore/compounds/NPA006940
NPA006941,Dechlorobarbamide,449.0828,201.80824,M+Na,https://www.npatlas.org/explore/compounds/NPA006941
NPA006942,Chaxalactin B,479.2768,232.23451,M+Na,https://www.npatlas.org/explore/compounds/NPA006942
NPA006943,Dothideomynone C,275.089,162.05336,M+Na,https://www.npatlas.org/explore/compounds/NPA006943
NPA006944,Lucidenic acid P,541.2772,228.62321,M+Na,https://www.npatlas.org/explore/compounds/NPA006944
NPA006945,Norbikaverin,391.0424,192.93127,M+Na,https://www.npatlas.org/explore/compounds/NPA006945
NPA006946,8α-acetoxy-5α-hydroxy-7-oxodecan-10-olide,281.0995,165.04388,M+Na,https://www.npatlas.org/explore/compounds/NPA006946
NPA006947,Quinolinone A,322.105,180.45671,M+Na,https://www.npatlas.org/explore/compounds/NPA006947
NPA006948,7‐hydroxy‐3‐(hydroxymethyl)‐1‐methoxy‐9H‐xanthen‐9‐one,295.0577,171.48802,M+Na,https://www.npatlas.org/explore/compounds/NPA006948
NPA006949,Dihydroisoflavipucine,262.105,168.23093,M+Na,https://www.npatlas.org/explore/compounds/NPA006949
NPA006951,Altersolanol E,359.0737,183.7379,M+Na,https://www.npatlas.org/explore/compounds/NPA006951
NPA006952,Shurimycin B,1118.671,334.56427,M+Na,https://www.npatlas.org/explore/compounds/NPA006952
NPA006953,Valinomycin,1133.6204,312.4958,M+Na,https://www.npatlas.org/explore/compounds/NPA006953
NPA006954,Not named,603.3503,239.0851,M+Na,https://www.npatlas.org/explore/compounds/NPA006954
NPA006955,Ganoleuconin E,553.2772,220.73135,M+Na,https://www.npatlas.org/explore/compounds/NPA006955
NPA006956,Tornabeatin A,373.2713,200.7635,M+Na,https://www.npatlas.org/explore/compounds/NPA006956
NPA006957,Dapdiamide E,339.1275,181.13431,M+Na,https://www.npatlas.org/explore/compounds/NPA006957
NPA006958,Trichobotrysin D,422.2665,218.44585,M+Na,https://www.npatlas.org/explore/compounds/NPA006958
NPA006959,Berkeleyone B,481.2197,213.74632,M+Na,https://www.npatlas.org/explore/compounds/NPA006959
NPA006960,GEX1Q2,477.2823,230.35088,M+Na,https://www.npatlas.org/explore/compounds/NPA006960
NPA006961,Arugosin H,379.1152,189.5628,M+Na,https://www.npatlas.org/explore/compounds/NPA006961
NPA006962,Cytosporone G,357.1308,187.87416,M+Na,https://www.npatlas.org/explore/compounds/NPA006962
NPA006963,Lorneic acid A,281.1512,174.2148,M+Na,https://www.npatlas.org/explore/compounds/NPA006963
NPA006964,Hapalindole T,409.1112,202.96068,M+Na,https://www.npatlas.org/explore/compounds/NPA006964
NPA006965,Physostigmine,298.1526,173.76704,M+Na,https://www.npatlas.org/explore/compounds/NPA006965
NPA006966,Penipacid C,245.0533,153.40395,M+Na,https://www.npatlas.org/explore/compounds/NPA006966
NPA006967,"(2E,4E)-2-methyl-hexa-2,4-dienoic acid (2'R,3'S)-allo-isoleucinol amide",248.1621,171.48805,M+Na,https://www.npatlas.org/explore/compounds/NPA006967
NPA006968,Azanigerone C,415.1727,204.55333,M+Na,https://www.npatlas.org/explore/compounds/NPA006968
NPA006969,Preaustinoid B,467.2404,213.77342,M+Na,https://www.npatlas.org/explore/compounds/NPA006969
NPA006970,A-72363 C,241.0795,152.87602,M+Na,https://www.npatlas.org/explore/compounds/NPA006970
NPA006971,Ammocidin A,1163.6336,341.77353,M+Na,https://www.npatlas.org/explore/compounds/NPA006971
NPA006972,Sorbicillamine A,340.1519,186.77898,M+Na,https://www.npatlas.org/explore/compounds/NPA006972
NPA006973,Y-14556,389.0641,182.68828,M+Na,https://www.npatlas.org/explore/compounds/NPA006973
NPA006974,BE-32030 E,808.4467,293.7723,M+Na,https://www.npatlas.org/explore/compounds/NPA006974
NPA006975,Peniphenone,297.0369,163.86104,M+Na,https://www.npatlas.org/explore/compounds/NPA006975
NPA006976,"15-hydroxy-17-methoxy-3-methyl-3,4,5,6,7,8,9,10-octahydro-1H-benzo[c ][1]oxacyclotetradecine-1,11(12H)-dione",357.1672,198.79451,M+Na,https://www.npatlas.org/explore/compounds/NPA006976
NPA006978,(+)-N-deoxymilitarinone A,466.2564,217.23167,M+Na,https://www.npatlas.org/explore/compounds/NPA006978
NPA006979,Leporizine B,582.0975,229.2837,M+Na,https://www.npatlas.org/explore/compounds/NPA006979
NPA006980,R(+)-2-(heptan-3-yl)quinazolin-4(3H)-one,267.1468,165.92351,M+Na,https://www.npatlas.org/explore/compounds/NPA006980
NPA006981,8-acetylneosolaniol,447.1625,202.93324,M+Na,https://www.npatlas.org/explore/compounds/NPA006981
NPA006982,"Eudesma-5,11-diene",227.177,157.82729,M+Na,https://www.npatlas.org/explore/compounds/NPA006982
NPA006983,Merulidial,271.1304,172.53716,M+Na,https://www.npatlas.org/explore/compounds/NPA006983
NPA006984,Comnostin A,451.2819,203.94078,M+Na,https://www.npatlas.org/explore/compounds/NPA006984
NPA006985,Kobifuranone C,233.0784,163.89116,M+Na,https://www.npatlas.org/explore/compounds/NPA006985
NPA006986,Cytidine diphosphate ribitol,560.0653,204.39912,M+Na,https://www.npatlas.org/explore/compounds/NPA006986
NPA006987,Mellisol,281.0995,162.09894,M+Na,https://www.npatlas.org/explore/compounds/NPA006987
NPA006988,1-Cyclohexylhexadecane,331.3335,191.61668,M+Na,https://www.npatlas.org/explore/compounds/NPA006988
NPA006989,PI-087,957.3515,294.9706,M+Na,https://www.npatlas.org/explore/compounds/NPA006989
NPA006990,Preussomerin EG3,403.0788,202.27998,M+Na,https://www.npatlas.org/explore/compounds/NPA006990
NPA006991,Farnesylacetone epoxide,301.2138,181.98738,M+Na,https://www.npatlas.org/explore/compounds/NPA006991
NPA006992,Not named,252.0995,165.19218,M+Na,https://www.npatlas.org/explore/compounds/NPA006992
NPA006993,Violaceoid B,277.141,176.69063,M+Na,https://www.npatlas.org/explore/compounds/NPA006993
NPA006994,Oxirapentyn K,375.1414,191.44632,M+Na,https://www.npatlas.org/explore/compounds/NPA006994
NPA006995,Cryptophycin C,661.2651,264.57498,M+Na,https://www.npatlas.org/explore/compounds/NPA006995
NPA006996,Microginin 91-C,726.4412,274.65384,M+Na,https://www.npatlas.org/explore/compounds/NPA006996
NPA006997,6-methoxymethyleugenin,273.0733,164.21442,M+Na,https://www.npatlas.org/explore/compounds/NPA006997
NPA006998,Guignarderemophilane D,289.141,175.07762,M+Na,https://www.npatlas.org/explore/compounds/NPA006998
NPA006999,MTK-7,703.4519,264.2336,M+Na,https://www.npatlas.org/explore/compounds/NPA006999
NPA007000,Cystothiazole A,445.1226,200.52324,M+Na,https://www.npatlas.org/explore/compounds/NPA007000
NPA007001,"12β‐acetoxy‐3β,7β‐dihydroxy‐11,15,23‐trioxo‐lanost‐8,16‐dien‐26‐oic acid",595.2877,241.70033,M+Na,https://www.npatlas.org/explore/compounds/NPA007001
NPA007002,Tyropeptin B,534.2574,224.76213,M+Na,https://www.npatlas.org/explore/compounds/NPA007002
NPA007003,Not named,811.3848,278.5794,M+Na,https://www.npatlas.org/explore/compounds/NPA007003
NPA007004,Meleagrin D,594.2687,237.7835,M+Na,https://www.npatlas.org/explore/compounds/NPA007004
NPA007005,Beauverolide P,490.3251,229.94563,M+Na,https://www.npatlas.org/explore/compounds/NPA007005
NPA007006,Cochliodone C,777.2365,264.524,M+Na,https://www.npatlas.org/explore/compounds/NPA007006
NPA007007,Koshikalide,317.1723,182.67146,M+Na,https://www.npatlas.org/explore/compounds/NPA007007
NPA007008,Deoxyverrucosidin,423.2142,210.46864,M+Na,https://www.npatlas.org/explore/compounds/NPA007008
NPA007009,6-Hydroxysordarin,531.2564,226.35411,M+Na,https://www.npatlas.org/explore/compounds/NPA007009
NPA007010,"4,6-di-O-acetyl hygrophorone A12",419.2404,210.64967,M+Na,https://www.npatlas.org/explore/compounds/NPA007010
NPA007011,"3b,15a-Diacetoxylanosta-8,24-dien-26-oic acid",579.3656,248.19844,M+Na,https://www.npatlas.org/explore/compounds/NPA007011
NPA007012,5-hydroxy-9-methylstreptimidone,346.1625,189.84132,M+Na,https://www.npatlas.org/explore/compounds/NPA007012
NPA007013,Epi-phelligrin A,401.0995,195.29582,M+Na,https://www.npatlas.org/explore/compounds/NPA007013
NPA007014,Prenylcandidusin B,471.1778,213.8891,M+Na,https://www.npatlas.org/explore/compounds/NPA007014
NPA007015,Phenylpyropene E,563.2251,224.52008,M+Na,https://www.npatlas.org/explore/compounds/NPA007015
NPA007016,Reveromycin M,749.3507,290.7828,M+Na,https://www.npatlas.org/explore/compounds/NPA007016
NPA007017,"Julichrome-Q2,3",737.1841,259.9094,M+Na,https://www.npatlas.org/explore/compounds/NPA007017
NPA007018,YM-266184,1194.1942,321.58734,M+Na,https://www.npatlas.org/explore/compounds/NPA007018
NPA007019,Zaragozic acid D,701.278,252.77171,M+Na,https://www.npatlas.org/explore/compounds/NPA007019
NPA007020,7a-Hydroxy-13-desoxypaxilline,458.2302,221.42876,M+Na,https://www.npatlas.org/explore/compounds/NPA007020
NPA007021,Chaetomugilin O,439.1283,218.01237,M+Na,https://www.npatlas.org/explore/compounds/NPA007021
NPA007022,Corynechromone D,359.1465,183.45024,M+Na,https://www.npatlas.org/explore/compounds/NPA007022
NPA007023,"7-deoxy-7,14-didehydrosydonol",257.1512,168.74263,M+Na,https://www.npatlas.org/explore/compounds/NPA007023
NPA007024,Cis-Fumagillin,495.2353,224.57022,M+Na,https://www.npatlas.org/explore/compounds/NPA007024
NPA007025,Cryptostictinolide,395.0737,192.21083,M+Na,https://www.npatlas.org/explore/compounds/NPA007025
NPA007026,Phomopsidin,353.2087,197.37529,M+Na,https://www.npatlas.org/explore/compounds/NPA007026
NPA007027,Monacyclinone A,468.1781,219.10583,M+Na,https://www.npatlas.org/explore/compounds/NPA007027
NPA007028,Hynapene A,347.1829,186.81981,M+Na,https://www.npatlas.org/explore/compounds/NPA007028
NPA007029,YM-216391,719.2007,254.55016,M+Na,https://www.npatlas.org/explore/compounds/NPA007029
NPA007030,Virgatolide B,387.1414,197.67915,M+Na,https://www.npatlas.org/explore/compounds/NPA007030
NPA007031,Citreopyrone E,257.0784,162.17784,M+Na,https://www.npatlas.org/explore/compounds/NPA007031
NPA007032,Asperdiazapinone A,426.1788,204.65929,M+Na,https://www.npatlas.org/explore/compounds/NPA007032
NPA007033,Phomolide A,231.0991,162.5815,M+Na,https://www.npatlas.org/explore/compounds/NPA007033
NPA007034,"(3S)-3-acetoxyeremophil-1(2),7(11),9(10)-trien-8-one",297.1461,180.60008,M+Na,https://www.npatlas.org/explore/compounds/NPA007034
NPA007035,Sartorypyrone A,479.2768,221.77242,M+Na,https://www.npatlas.org/explore/compounds/NPA007035
NPA007036,Cohaerin E,485.1934,228.56145,M+Na,https://www.npatlas.org/explore/compounds/NPA007036
NPA007037,Udalactarane B,503.2768,214.70476,M+Na,https://www.npatlas.org/explore/compounds/NPA007037
NPA007038,Monasfluore A,379.1516,207.20781,M+Na,https://www.npatlas.org/explore/compounds/NPA007038
NPA007039,"3β,13‐dihydroxyledol",277.1774,172.67186,M+Na,https://www.npatlas.org/explore/compounds/NPA007039
NPA007040,14-hydroxyaflaquinolone F,294.0737,168.0851,M+Na,https://www.npatlas.org/explore/compounds/NPA007040
NPA007041,Sakyomicin A,395.0737,184.03537,M+Na,https://www.npatlas.org/explore/compounds/NPA007041
NPA007042,"( Z)-6-benzylidene-3-hydroxymethyl-1,4-dimethyl-3-methylsulfanylpiperazine-2,5-dione",329.093,176.01909,M+Na,https://www.npatlas.org/explore/compounds/NPA007042
NPA007043,(2')-(Z)-5-(3'-hydroxymethyl-3'-methylallyloxy)-7-methoxy-6-methylphthalide,301.1046,171.29546,M+Na,https://www.npatlas.org/explore/compounds/NPA007043
NPA007044,Roseopurpurin C,371.1101,192.0027,M+Na,https://www.npatlas.org/explore/compounds/NPA007044
NPA007045,Palmarumycin C16,393.0945,188.28346,M+Na,https://www.npatlas.org/explore/compounds/NPA007045
NPA007046,"4,6-diacetylhygrophorone A",419.2404,211.29192,M+Na,https://www.npatlas.org/explore/compounds/NPA007046
NPA007047,Putidolumazine,409.0966,188.09814,M+Na,https://www.npatlas.org/explore/compounds/NPA007047
NPA007048,Destruxin A4,614.3524,248.58897,M+Na,https://www.npatlas.org/explore/compounds/NPA007048
NPA007049,Hypostrepsilalic acid,309.0369,168.74306,M+Na,https://www.npatlas.org/explore/compounds/NPA007049
NPA007050,2-(2-nonenyl)-3-methyl-4-quinolonone,306.1828,179.30956,M+Na,https://www.npatlas.org/explore/compounds/NPA007050
NPA007051,Porothramycin A,366.1424,186.77911,M+Na,https://www.npatlas.org/explore/compounds/NPA007051
NPA007052,Circumcin B,295.0941,169.55478,M+Na,https://www.npatlas.org/explore/compounds/NPA007052
NPA007053,Chaetochiversin B,387.0606,198.92352,M+Na,https://www.npatlas.org/explore/compounds/NPA007053
NPA007054,Malformin B1a,552.2285,231.34023,M+Na,https://www.npatlas.org/explore/compounds/NPA007054
NPA007055,Not named,538.2411,220.7789,M+Na,https://www.npatlas.org/explore/compounds/NPA007055
NPA007056,Sesaminone,393.0945,201.27728,M+Na,https://www.npatlas.org/explore/compounds/NPA007056
NPA007057,11-dehydroxyepoxyphomalin A,383.2193,197.13274,M+Na,https://www.npatlas.org/explore/compounds/NPA007057
NPA007058,Pestheic acid,417.0347,187.10956,M+Na,https://www.npatlas.org/explore/compounds/NPA007058
NPA007059,"6-acetoxymethylene-3,4-dihydro-3-heptantrienyl-8-hydroxyl-5-methylisocoumarin",365.1359,197.40889,M+Na,https://www.npatlas.org/explore/compounds/NPA007059
NPA007060,Carmabin A,726.4201,257.92474,M+Na,https://www.npatlas.org/explore/compounds/NPA007060
NPA007061,M-hydroxyphenylacetic acid,161.0209,140.42677,M+Na,https://www.npatlas.org/explore/compounds/NPA007061
NPA007062,Napyradiomycin C,467.1232,209.58698,M+Na,https://www.npatlas.org/explore/compounds/NPA007062
NPA007063,Talathermophilin D,430.2101,205.79419,M+Na,https://www.npatlas.org/explore/compounds/NPA007063
NPA007064,Penicitrinol G,287.1254,177.35884,M+Na,https://www.npatlas.org/explore/compounds/NPA007064
NPA007065,Rhizoxin Z2,664.3456,259.66403,M+Na,https://www.npatlas.org/explore/compounds/NPA007065
NPA007066,Xiamycin dimer,747.3404,260.82614,M+Na,https://www.npatlas.org/explore/compounds/NPA007066
NPA007067,Muscarinic receptor antagonist 1,350.2639,187.7548,M+Na,https://www.npatlas.org/explore/compounds/NPA007067
NPA007068,Milbemycin α24,581.3085,238.57344,M+Na,https://www.npatlas.org/explore/compounds/NPA007068
NPA007069,Lucidenic acid B,497.251,221.4099,M+Na,https://www.npatlas.org/explore/compounds/NPA007069
NPA007070,Not named,219.0628,152.9134,M+Na,https://www.npatlas.org/explore/compounds/NPA007070
NPA007071,"CP-47,444",487.2302,226.12129,M+Na,https://www.npatlas.org/explore/compounds/NPA007071
NPA007072,Officimalonic acid H,609.3762,237.55635,M+Na,https://www.npatlas.org/explore/compounds/NPA007072
NPA007073,Bovistol,519.2717,222.78885,M+Na,https://www.npatlas.org/explore/compounds/NPA007073
NPA007074,Not named,303.1203,174.2196,M+Na,https://www.npatlas.org/explore/compounds/NPA007074
NPA007075,Inonotic acid B,277.1774,166.8426,M+Na,https://www.npatlas.org/explore/compounds/NPA007075
NPA007076,"Hydroxypropan-2′, 3′-diol orsellinate",265.0682,157.85445,M+Na,https://www.npatlas.org/explore/compounds/NPA007076
NPA007077,Aeruginosin DA722,745.216,254.86778,M+Na,https://www.npatlas.org/explore/compounds/NPA007077
NPA007079,JM47,461.237,215.40053,M+Na,https://www.npatlas.org/explore/compounds/NPA007079
NPA007080,Thiolactomycin,233.0607,152.34242,M+Na,https://www.npatlas.org/explore/compounds/NPA007080
NPA007081,Diemenensin B,355.2243,196.881,M+Na,https://www.npatlas.org/explore/compounds/NPA007081
NPA007082,Botryaloic acid,307.1516,171.68797,M+Na,https://www.npatlas.org/explore/compounds/NPA007082
NPA007083,Aegyptolidine A,322.0453,168.33136,M+Na,https://www.npatlas.org/explore/compounds/NPA007083
NPA007084,Brunnein B,269.0896,169.36009,M+Na,https://www.npatlas.org/explore/compounds/NPA007084
NPA007085,Monasnicotinate D,382.1989,206.83362,M+Na,https://www.npatlas.org/explore/compounds/NPA007085
NPA007086,UK-1,409.0795,201.19836,M+Na,https://www.npatlas.org/explore/compounds/NPA007086
NPA007087,"8,9-β-epoxy CAF-603",277.1774,177.27194,M+Na,https://www.npatlas.org/explore/compounds/NPA007087
NPA007088,"3-O-methyl-5,6-epoxyfunicone",427.0999,208.56535,M+Na,https://www.npatlas.org/explore/compounds/NPA007088
NPA007089,4-(Methylthio)canthin-6-one,289.0406,168.19397,M+Na,https://www.npatlas.org/explore/compounds/NPA007089
NPA007090,(+)-(6S)-hydroxymenthol,195.1355,154.89885,M+Na,https://www.npatlas.org/explore/compounds/NPA007090
NPA007091,1-O-acetyl hygrophorone E12,377.2298,202.97823,M+Na,https://www.npatlas.org/explore/compounds/NPA007091
NPA007092,Cytochalasin Z21,452.2407,214.15071,M+Na,https://www.npatlas.org/explore/compounds/NPA007092
NPA007093,Panglimycin C,351.1203,185.33714,M+Na,https://www.npatlas.org/explore/compounds/NPA007093
NPA007094,11β-acetoxyisoaustinone,507.1989,217.20906,M+Na,https://www.npatlas.org/explore/compounds/NPA007094
NPA007095,Chlovalicin,355.1283,180.68608,M+Na,https://www.npatlas.org/explore/compounds/NPA007095
NPA007096,Palmitoyl velutinal,511.3758,231.55264,M+Na,https://www.npatlas.org/explore/compounds/NPA007096
NPA007097,Ovoic acid,505.1105,210.08513,M+Na,https://www.npatlas.org/explore/compounds/NPA007097
NPA007098,Chrestoxanthone A,528.1265,219.41196,M+Na,https://www.npatlas.org/explore/compounds/NPA007098
NPA007099,Streptenol E,250.1413,163.65892,M+Na,https://www.npatlas.org/explore/compounds/NPA007099
NPA007100,Pennicitrinone C,421.1621,209.44598,M+Na,https://www.npatlas.org/explore/compounds/NPA007100
NPA007101,"(R)-(E,E)-2-(1,3-pentadienyl)piperidine",174.1253,146.71379,M+Na,https://www.npatlas.org/explore/compounds/NPA007101
NPA007102,10-Methylundecan-4-olide,221.1512,160.80516,M+Na,https://www.npatlas.org/explore/compounds/NPA007102
NPA007103,Fusacandin A,1045.4615,301.51624,M+Na,https://www.npatlas.org/explore/compounds/NPA007103
NPA007104,Epothilone B10,544.2703,230.49324,M+Na,https://www.npatlas.org/explore/compounds/NPA007104
NPA007105,Phomolactonexanthone A,689.1841,246.02484,M+Na,https://www.npatlas.org/explore/compounds/NPA007105
NPA007106,Thelephantin L,703.1574,253.834,M+Na,https://www.npatlas.org/explore/compounds/NPA007106
NPA007107,Microcyclamide GL614B,637.1622,234.69936,M+Na,https://www.npatlas.org/explore/compounds/NPA007107
NPA007108,"5,7-dihydroxy-6-(3-methylbut-2-enyl)isobenzofuran-1(3H)-one",257.0784,160.14413,M+Na,https://www.npatlas.org/explore/compounds/NPA007108
NPA007109,Exumolide B,738.3837,272.4903,M+Na,https://www.npatlas.org/explore/compounds/NPA007109
NPA007110,Chloromycorrhizinol A,339.0161,177.45717,M+Na,https://www.npatlas.org/explore/compounds/NPA007110
NPA007112,Beauveriolide VII,496.2782,216.44295,M+Na,https://www.npatlas.org/explore/compounds/NPA007112
NPA007113,2-(1-methylethenyl)-5-(1-methylethyl)pyrazine,185.1049,148.31456,M+Na,https://www.npatlas.org/explore/compounds/NPA007113
NPA007114,Nodulapeptin B,936.4147,295.60104,M+Na,https://www.npatlas.org/explore/compounds/NPA007114
NPA007115,Austalide O,513.2095,226.22359,M+Na,https://www.npatlas.org/explore/compounds/NPA007115
NPA007117,(–)-scleroderolide,351.0839,194.41447,M+Na,https://www.npatlas.org/explore/compounds/NPA007117
NPA007118,Convolvulanic acid A,261.0369,157.66248,M+Na,https://www.npatlas.org/explore/compounds/NPA007118
NPA007119,Pestalotiopsone F,327.1203,187.95534,M+Na,https://www.npatlas.org/explore/compounds/NPA007119
NPA007120,Hypomurocin A-5,1211.7738,358.6419,M+Na,https://www.npatlas.org/explore/compounds/NPA007120
NPA007121,Bouillomide A,983.4849,310.9821,M+Na,https://www.npatlas.org/explore/compounds/NPA007121
NPA007122,Halomadurone A,328.9873,174.55417,M+Na,https://www.npatlas.org/explore/compounds/NPA007122
NPA007123,Decarestrictine F,219.0628,155.3322,M+Na,https://www.npatlas.org/explore/compounds/NPA007123
NPA007124,12-Acetoxy-13-epi-neoverrucosan-5-one,459.0777,199.99763,M+Na,https://www.npatlas.org/explore/compounds/NPA007124
NPA007125,Gymnamide,246.1828,172.35388,M+Na,https://www.npatlas.org/explore/compounds/NPA007125
NPA007126,Xylobovide,205.0471,153.02422,M+Na,https://www.npatlas.org/explore/compounds/NPA007126
NPA007127,Antrodin C,259.1668,173.96535,M+Na,https://www.npatlas.org/explore/compounds/NPA007127
NPA007128,Citrinolactone B,255.0628,161.45204,M+Na,https://www.npatlas.org/explore/compounds/NPA007128
NPA007129,MS-347a,339.0475,181.05145,M+Na,https://www.npatlas.org/explore/compounds/NPA007129
NPA007130,Sporolide B,561.077,223.15312,M+Na,https://www.npatlas.org/explore/compounds/NPA007130
NPA007131,Talaroenamine D,308.0893,169.8286,M+Na,https://www.npatlas.org/explore/compounds/NPA007131
NPA007132,Fusarielin B,443.2768,214.51471,M+Na,https://www.npatlas.org/explore/compounds/NPA007132
NPA007133,Citreamicin θ A,598.132,230.71631,M+Na,https://www.npatlas.org/explore/compounds/NPA007133
NPA007134,Asperdurin,301.1046,170.94485,M+Na,https://www.npatlas.org/explore/compounds/NPA007134
NPA007135,5-butyl-6-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,235.0941,158.6856,M+Na,https://www.npatlas.org/explore/compounds/NPA007135
NPA007136,Colletofragarone A1,409.1621,204.10117,M+Na,https://www.npatlas.org/explore/compounds/NPA007136
NPA007137,Not named,386.2877,196.39735,M+Na,https://www.npatlas.org/explore/compounds/NPA007137
NPA007138,Variecolorin B,466.1868,213.46248,M+Na,https://www.npatlas.org/explore/compounds/NPA007138
NPA007139,"3-((1,3-benzodioxol-5-yl)methyl)-6-isobutyl-2,5-diketopiperazine",327.1315,182.64455,M+Na,https://www.npatlas.org/explore/compounds/NPA007139
NPA007140,30-oxo-28-N-methylikarugamycin,529.2673,231.79524,M+Na,https://www.npatlas.org/explore/compounds/NPA007140
NPA007141,Nodulisporic acid C,690.4129,274.20676,M+Na,https://www.npatlas.org/explore/compounds/NPA007141
NPA007142,Lairdinol A,261.1825,163.05376,M+Na,https://www.npatlas.org/explore/compounds/NPA007142
NPA007143,BE-43472B,591.1261,234.81541,M+Na,https://www.npatlas.org/explore/compounds/NPA007143
NPA007144,methyl lucidenate Q,497.2873,228.8762,M+Na,https://www.npatlas.org/explore/compounds/NPA007144
NPA007145,Phenaziterpene B,385.1886,199.4366,M+Na,https://www.npatlas.org/explore/compounds/NPA007145
NPA007146,Astronyquinone,365.0995,188.40157,M+Na,https://www.npatlas.org/explore/compounds/NPA007146
NPA007147,Deliquinone,273.1097,164.18488,M+Na,https://www.npatlas.org/explore/compounds/NPA007147
NPA007148,Fomefficinol A,523.3394,231.5273,M+Na,https://www.npatlas.org/explore/compounds/NPA007148
NPA007149,Apicidin B,632.3418,255.32193,M+Na,https://www.npatlas.org/explore/compounds/NPA007149
NPA007150,Merulin C,307.1516,175.26224,M+Na,https://www.npatlas.org/explore/compounds/NPA007150
NPA007151,Xenovulene A,381.2036,209.84639,M+Na,https://www.npatlas.org/explore/compounds/NPA007151
NPA007152,1-O-acetyl hygrophorone E10,349.1985,196.727,M+Na,https://www.npatlas.org/explore/compounds/NPA007152
NPA007153,Roridin J,551.2251,230.0385,M+Na,https://www.npatlas.org/explore/compounds/NPA007153
NPA007154,Circumdatin C,330.0849,182.69243,M+Na,https://www.npatlas.org/explore/compounds/NPA007154
NPA007155,Tubelactomicin A,509.2873,229.44113,M+Na,https://www.npatlas.org/explore/compounds/NPA007155
NPA007156,Not named,667.0485,235.94255,M+Na,https://www.npatlas.org/explore/compounds/NPA007156
NPA007157,Aniquinazoline D,453.1533,204.84145,M+Na,https://www.npatlas.org/explore/compounds/NPA007157
NPA007158,Tricycloalternarene 9b,353.2087,182.202,M+Na,https://www.npatlas.org/explore/compounds/NPA007158
NPA007159,"3-(3-hydroxy-4-methoxybenzyl)-6-isobutyl-2,5-diketopiperazine",329.1472,191.5131,M+Na,https://www.npatlas.org/explore/compounds/NPA007159
