NPAID,Name,m/z,CCS,Adduct
NPA006170,6-O-(6-O-pentadecanoyl-α-D-glucopyranosyl)-1-O-pentadecanoyl-α-D-glucopyranose,788.5296,324.83847,M-2H
NPA006171,Semicochliodinol B,436.1434,232.66881,M-2H
NPA006172,4′-epi-N-2-hydroxyethyl-azachaetoviridin A,473.1616,251.57967,M-2H
NPA006173,Pseudomonic acid A,498.2839,257.97125,M-2H
NPA006174,Cladosporol B,348.0644,222.03203,M-2H
NPA006175,Bacterioruberin,738.5598,317.48935,M-2H
NPA006176,Deflectin 2b,424.226,254.1291,M-2H
NPA006177,Chondrosterin G,176.0484,174.41383,M-2H
NPA006178,Tsugaric acid A,496.3563,251.2669,M-2H
NPA006179,Chloropupukeanolide B,626.1565,252.40697,M-2H
NPA006180,A-500359 E,471.1136,236.75063,M-2H
NPA006181,Herqueiazole,377.1274,235.95967,M-2H
NPA006182,Not named,764.2691,293.3578,M-2H
NPA006183,Brasilinolide B,1178.6822,359.45798,M-2H
NPA006184,Termitomycamide D,406.3206,236.14767,M-2H
NPA006185,"7-Deoxy-7,8-didehydrosydonic acid",246.1266,195.68614,M-2H
NPA006186,Atlantinone A,440.2209,234.67833,M-2H
NPA006187,Multiforisin C,296.0907,197.71736,M-2H
NPA006188,Not named,270.0499,191.13109,M-2H
NPA006189,Trichodenone A,122.0378,161.54095,M-2H
NPA006190,Neocyclocitrinol D,398.2468,233.67044,M-2H
NPA006191,"(6bS,7R)-4,9-dihydroxy-7-methoxy-1,2,6b,7-tetrahydrobenz[j]fluoranthen-3,8-dione",346.0852,227.24388,M-2H
NPA006192,Trichurusin B,434.2679,244.44258,M-2H
NPA006193,Oxysporidinone,487.2944,253.39543,M-2H
NPA006194,Fomitopsin B,566.3254,259.79926,M-2H
NPA006196,Cephalimysin A,397.1536,229.18987,M-2H
NPA006197,Botcinolide,400.2108,228.86852,M-2H
NPA006198,Ansacarbamitocin A,852.2843,299.08478,M-2H
NPA006199,"(24S,25R)-24,25-dihydroxy-3,7-dioxo-5α-lanost-8-en-26-ol",486.3356,249.22583,M-2H
NPA006200,Carbamidocyclophane F,761.243,301.86194,M-2H
NPA006201,Thielavin B methyl ester,578.2162,265.70398,M-2H
NPA006202,Not named,478.1288,248.65733,M-2H
NPA006203,3-Chloro-4-(3-chloro-2-nitrophenyl)-5-methoxy-3-pyrrolin-2-one,299.9715,197.87358,M-2H
NPA006204,Bezerramycin C,307.0604,201.14346,M-2H
NPA006205,IT-62-B,767.28,303.64133,M-2H
NPA006206,Thiazomycin E2,1080.1088,329.08835,M-2H
NPA006207,Formamicin,806.4827,324.03378,M-2H
NPA006208,13-Methyltetradec-8-en-2-one,222.1994,191.30554,M-2H
NPA006209,Dioschrin,660.0948,278.0858,M-2H
NPA006210,Sterin B,204.0797,178.08873,M-2H
NPA006211,Decarboxydihydrocitrinone,220.0746,184.32672,M-2H
NPA006212,2-Demethylsteffimycin D,544.1591,257.58725,M-2H
NPA006213,"24(E)-3β-hydroxylanosta-8,24- dien-26-al-21-oic acid",468.325,249.03076,M-2H
NPA006214,7-Chlorocanarione,303.9785,200.49905,M-2H
NPA006215,15b-β-methoxy-5-N-acetylardeemin,496.2121,253.05978,M-2H
NPA006216,Nocapyrone O,266.1529,203.67973,M-2H
NPA006217,Asperterpenol B,372.3039,242.02968,M-2H
NPA006218,Julichrome Q5.6,636.1642,277.38928,M-2H
NPA006219,Aogacillin A,264.1372,199.26976,M-2H
NPA006220,4-(5-oxotetrahydrofuran-3-yl)benzaldehyde,188.0484,182.8931,M-2H
NPA006221,POH 2,1027.5673,359.28726,M-2H
NPA006222,Dehydrobotrydienol,232.1474,185.92453,M-2H
NPA006223,Peniphenone B,396.0856,221.55887,M-2H
NPA006224,Cyclipostin T,470.2808,246.9197,M-2H
NPA006225,Neurosporaxanthin beta-D-glucopyranoside,658.388,293.1268,M-2H
NPA006226,"16α,26-dihydroxylanosta-8,24-dien-3-one",454.3457,251.33315,M-2H
NPA006227,Psoracorylifol E,270.163,207.28494,M-2H
NPA006228,Ascolactone A,306.075,198.83879,M-2H
NPA006229,Reveromycin C,672.352,287.31412,M-2H
NPA006230,"(+)-(10E,15R)-10,11-dehydrocurvularin",288.1008,196.42058,M-2H
NPA006231,Cryptosporioptide A,748.1286,296.82294,M-2H
NPA006232,Aurilide C,817.5211,306.35324,M-2H
NPA006233,Coniochaetone A,228.0433,181.65111,M-2H
NPA006234,Sculezonone B,402.0961,223.02863,M-2H
NPA006235,Penarine B,248.1423,195.00139,M-2H
NPA006236,Heronamide F,419.2471,241.3797,M-2H
NPA006237,N-propionyl-desacetyl-mycothiol-bimane,688.2272,269.7825,M-2H
NPA006238,Hypomurocin A-4,1172.7543,386.40216,M-2H
NPA006239,A-503083 E,514.1194,233.87636,M-2H
NPA006240,3'-O-L-quinovosyl saphenate,412.1281,237.3574,M-2H
NPA006241,Polyoxypeptin B,950.5335,320.94846,M-2H
NPA006242,Polylisin C,290.1165,202.54324,M-2H
NPA006244,Fumiquinazoline Q,429.1448,237.72084,M-2H
NPA006245,N-decanoyl-L-homoserine lactone,253.1688,198.37871,M-2H
NPA006246,"Lanosta-7,9(11)-dien-3β-acetyloxy-24,25,26-trihydroxy",514.3669,249.45732,M-2H
NPA006247,Saccharosacrin F,1235.6978,384.2632,M-2H
NPA006248,Phenatic acid A,291.1117,196.29527,M-2H
NPA006249,"1-Methoxy-dec-2-ene-4,6,8-triyne",156.0586,161.37364,M-2H
NPA006250,TAN-868 A,317.1247,205.81691,M-2H
NPA006251,Quanolirone I,692.2479,282.27066,M-2H
NPA006252,Castochrin,628.0686,277.91293,M-2H
NPA006253,"2-acetyl-1,8-dihydroxy-3-methylanthraquinone",294.0539,206.86388,M-2H
NPA006254,14-Methylpentadec-10-en-2-one,236.2151,197.31999,M-2H
NPA006255,4-Hydroxy-3-nitrobenzoic acid,181.0022,170.95995,M-2H
NPA006256,Not named,179.0051,170.9438,M-2H
NPA006257,Ganoapplanatumine B,283.0855,202.62816,M-2H
NPA006258,Cytospolide A,310.1791,221.45972,M-2H
NPA006259,Diolmycin A1,295.1219,204.26321,M-2H
NPA006260,Methyl 11-metyloctadec-11-enoate,308.2726,211.28038,M-2H
NPA006261,3-methyl-1-heptene,110.1106,167.34914,M-2H
NPA006262,"(32R,33R,34S)-bacteriohopanetetrol",544.4502,262.17484,M-2H
NPA006263,Acetylgliotoxin G,429.9796,209.32771,M-2H
NPA006264,Alternariol 4-methyl-10-acetyl ether,312.0644,209.27528,M-2H
NPA006265,Cyanogramide,413.1386,227.82799,M-2H
NPA006266,A-53930A,884.5202,315.4811,M-2H
NPA006267,5-Acetoxyoxachamigrene,390.0608,215.85349,M-2H
NPA006268,Nostocyclyne A,340.2413,222.32939,M-2H
NPA006269,TMC-154,786.4776,305.93738,M-2H
NPA006270,Microcolin B,729.4687,314.48965,M-2H
NPA006271,Phellinene acid A,252.1736,197.67282,M-2H
NPA006272,Scytalol A,292.0957,199.55055,M-2H
NPA006273,Korormicin I,467.2449,251.4188,M-2H
NPA006274,Austinoneol,412.1896,226.52908,M-2H
NPA006275,"(2S,10R,3'S,4'S,6'S)-4'-deacetyl-griseusin B methyl ester",416.1118,227.43234,M-2H
NPA006276,Paeciloquinone F,396.0492,225.81499,M-2H
NPA006277,"(2R,3E)-N-{(1S,2R,3E,7E)-1-[(β-D-glucopyranosyloxy)methyl]-2-hydroxy-8-methylhexadeca-3,7-dien-1-yl}-2-hydroxyheneicos-3-enamide",779.5922,306.00833,M-2H
NPA006278,Not named,710.4768,302.36197,M-2H
NPA006279,Tetracenoquinocin,478.1274,250.2726,M-2H
NPA006280,E-837,376.226,228.5252,M-2H
NPA006281,Deferrihydroxyneocoprogen I,712.329,297.8312,M-2H
NPA006282,Pamamycin-635F,633.4615,282.70605,M-2H
NPA006283,Albatrelin F,680.4087,291.25125,M-2H
NPA006284,"3-O-2'-methylbutyl-4a,10a-dihydrofusarubin A",376.1533,224.74379,M-2H
NPA006285,"7-Hydroxy-8,20-dimethyl-9-docosenoic acid",380.3301,230.02657,M-2H
NPA006286,"(20S,22S,23E)-22O-acetyl-25-hydroxylanosta-8,23(E)-dien-3-one",496.3563,257.35196,M-2H
NPA006287,[Leu-7]surfactin,1019.6529,366.53036,M-2H
NPA006288,"(2R,3S,3′S)-2-hydroxyastaxanthin",610.3669,291.9623,M-2H
NPA006289,Not named,549.2849,256.40353,M-2H
NPA006290,Cystothiazole B,436.1137,228.83817,M-2H
NPA006291,Botryslactone,302.1529,213.13762,M-2H
NPA006292,Berkazaphilone B,384.122,223.99901,M-2H
NPA006293,Phellinene acid B,252.1736,197.0624,M-2H
NPA006294,Cochlioquinone B,470.2679,250.24373,M-2H
NPA006295,Islandicin,268.0382,193.83176,M-2H
NPA006296,Chlorocatechelin A,670.1204,269.7217,M-2H
NPA006297,LL-S490β,429.1699,226.69936,M-2H
NPA006298,Bromomethylchlamydosporol A,315.9957,195.54056,M-2H
NPA006299,Venturicidin A,747.4568,298.7743,M-2H
NPA006300,Epi-cochlioquinone A,530.289,261.1141,M-2H
NPA006301,Aspergillumarin B,248.1059,191.94699,M-2H
NPA006302,Muraymycin C1,943.4257,327.3506,M-2H
NPA006303,"4-(1'-hydroxy-2'-butenyl)-l,4-dihydro-2,3-benzodioxocin-10-ol",246.0903,192.65855,M-2H
NPA006304,"1-hydroxy-1-[tetrahydro-4-hydroxy-2-(hydroxymethyl)-5-oxofuran-2-yl]propan-2-yl 2,4-dihydroxy-6-methylbenzoate",354.0961,206.11336,M-2H
NPA006305,Cytosporin H,394.2002,231.47826,M-2H
NPA006306,SB203105,491.2431,241.59866,M-2H
NPA006307,3-Methylhydantoin,112.0283,154.47318,M-2H
NPA006308,Clavariopsin B,1137.6696,349.13083,M-2H
NPA006309,"Cadina-1,4-diene",202.1732,185.50127,M-2H
NPA006310,Penicillithiophenol B,360.0678,214.75172,M-2H
NPA006311,Talaroenamine E,301.0961,206.1382,M-2H
NPA006312,Thiomarinol E,666.2655,280.4139,M-2H
NPA006313,17-acetoxy-N-(O-methyl)septoriamycin A,441.2162,240.69685,M-2H
NPA006314,Pochonin D,348.0775,206.54552,M-2H
NPA006315,Petrosifungin A,621.3173,279.1889,M-2H
NPA006316,N-(2-Phenylethyl)-isobutyramide,189.1164,177.98735,M-2H
NPA006317,(E)-3-(3-hydroxy-4-O-a-fucofuranosylphenyl)-2-methylacrylic acid,338.1012,208.42122,M-2H
NPA006319,Taveuniamide I,357.0464,206.14409,M-2H
NPA006320,"(R*R*)-2-(1-hydroxyethyl)-2-methyl-2,3-dihydro-1H-quinazolin-4-one",204.0909,177.75493,M-2H
NPA006321,Cytoglobosin G,530.2791,262.7252,M-2H
NPA006322,Echinosporin,221.0335,186.66185,M-2H
NPA006323,Naematolin B,322.1427,209.59435,M-2H
NPA006324,2-(1-hydroxyethyl)-4(3H)quinazoline,188.0596,172.28639,M-2H
NPA006325,TMC-52D,404.207,228.1594,M-2H
NPA006326,Amonabactin P 693,691.2864,288.82437,M-2H
NPA006327,3-methoxy-5-hexylphenol,206.1317,188.1428,M-2H
NPA006328,Palmarumycin B6,350.0356,214.25499,M-2H
NPA006329,Ergost-7-en-3β-ol,398.3559,239.5319,M-2H
NPA006330,Phomopsin B,318.1478,207.60371,M-2H
NPA006331,Decarestrictine D,214.0852,184.36635,M-2H
NPA006332,Aspergiloid C,298.1943,219.4767,M-2H
NPA006333,Ophiobolin A lactone,398.2468,236.29256,M-2H
NPA006334,Ustusorane E,264.1372,191.84764,M-2H
NPA006335,Hypsiziprenol-A8,650.5496,281.23782,M-2H
NPA006336,Cyanosporaside B,415.0833,238.55556,M-2H
NPA006338,"4'-hydroxy-6,7-dimethoxyisoflavone",296.0695,209.8047,M-2H
NPA006339,Neosarphenol B,350.1165,217.49556,M-2H
NPA006340,Ieodomycin B,208.111,184.66841,M-2H
NPA006341,"4,4a,5,6,7-hexahydro-3-hydroxy-6-(1',2'-dihydroxy-1'-methylethyl)-4-methyl-2(3H)-naphthalenone",252.1372,188.23323,M-2H
NPA006342,Anabaenopeptin NZ857,855.4177,317.26575,M-2H
NPA006343,Laccaridione B,396.1583,237.40967,M-2H
NPA006344,"5α,8α-epidioxy-24(R)-methylcholesta-6,22-dien-3β-d-glucopyranoside",588.3673,269.29468,M-2H
NPA006345,2-(3-methyl-2-buten-1-yl)-4-methoxyethyl-phenol,218.1317,185.05,M-2H
NPA006346,5-Deoxy-7-methylbostrycoidin,281.0699,198.43837,M-2H
NPA006347,Toyocamycin,289.0822,205.0049,M-2H
NPA006348,Gabosine I,172.0382,171.83894,M-2H
NPA006349,Not named,371.1379,225.17046,M-2H
NPA006350,Punctaporonin K,377.2213,223.96385,M-2H
NPA006351,4'-N-methyl-5'-hydroxystaurosporine,494.1965,250.66423,M-2H
NPA006352,"4,4'-(ethane-1,2-diyl)bis(2,3,6-trimethoxyphenol)",392.1482,225.88802,M-2H
NPA006353,"2,5-dihydroxy-3-isopropenyl-6-(3-methylbut-3-en-1-ynyl)benzaldehyde",268.111,189.0728,M-2H
NPA006354,Cinatrin B,370.1638,223.78815,M-2H
NPA006355,"4-Bromo-9-(iodomethyl)-1,5,12-trimethyl-8-oxatricyclo dodeca-2,4,6-triene",417.944,204.05629,M-2H
NPA006356,Hygrophorone B14,338.2468,220.1327,M-2H
NPA006357,Clearanol B,222.0539,185.70697,M-2H
NPA006358,Hydrazidomycin C,474.3832,260.63623,M-2H
NPA006359,Arylomycin B2,867.4025,321.57812,M-2H
NPA006360,Ambiguine O isonitrile,450.1721,240.10997,M-2H
NPA006361,Sterostrein I,250.1579,195.01451,M-2H
NPA006362,Shengjimycin B2α,952.5518,328.79135,M-2H
NPA006363,Gabosine B,158.059,168.9478,M-2H
NPA006364,Botryoloic acid,326.174,205.05545,M-2H
NPA006365,"Z,Z)-4-oxo-2,5-hetpadienedioic acid",168.0069,172.28792,M-2H
NPA006366,Not named,369.1951,225.67662,M-2H
NPA006367,Thomitrem E,597.3101,271.68262,M-2H
NPA006368,Guignardone J,306.1478,213.57173,M-2H
NPA006369,Secoemestrin D,630.0269,263.93823,M-2H
NPA006370,Perenniporide A,332.0907,215.7707,M-2H
NPA006371,Plastin D,626.3915,283.01743,M-2H
NPA006372,Kurstakin 1,875.4512,324.5236,M-2H
NPA006373,Colossolactone I,452.3301,249.49165,M-2H
NPA006374,Alantrypinene B,354.1127,220.49232,M-2H
NPA006375,Gloeophyllin F,454.3457,246.62192,M-2H
NPA006376,Pyripyropene T,521.206,254.9535,M-2H
NPA006377,Griseorhodin D1/D2,916.2014,322.56573,M-2H
NPA006378,Secopenicillide C,356.127,213.86592,M-2H
NPA006379,Rubellin E,558.1173,250.35506,M-2H
NPA006380,Fomitoside C,584.3724,255.32874,M-2H
NPA006381,Chrysorrhedial,230.1317,188.70912,M-2H
NPA006382,Daldinin A,276.1008,197.68141,M-2H
NPA006383,Cyanogriside G,375.1077,217.7417,M-2H
NPA006384,Decipienolide A,376.1896,219.15785,M-2H
NPA006385,Lobophorin F,1024.5154,344.857,M-2H
NPA006386,Actinoramide D,657.3133,277.8392,M-2H
NPA006387,Antineocyclocitrinol B,398.2468,236.83003,M-2H
NPA006388,Nitrosporeunol E,324.21,213.51918,M-2H
NPA006389,Rezishanone D,320.1634,212.68823,M-2H
NPA006390,5-N-acetyl-15b-didehydroardeemin,464.1859,246.18614,M-2H
NPA006391,PF1163A,475.2944,247.99658,M-2H
NPA006392,Enniatin-B2,623.3792,270.2321,M-2H
NPA006393,Berkleasmin D,562.3516,273.7877,M-2H
NPA006394,"6,13-dihydroxypunctaporonin B",282.1478,195.85533,M-2H
NPA006395,14-methoxytajixanthone,450.1689,254.0029,M-2H
NPA006396,10-Oxodehydrodihydrobotrydial,228.1161,187.79402,M-2H
NPA006397,Palmarumycin-CP3a,334.0852,217.47946,M-2H
NPA006398,Threo-23-O-methylneocyclocitrinol,412.2624,243.36613,M-2H
NPA006399,Pallidorosetin A,387.2056,232.49228,M-2H
NPA006400,Phelligridin H,620.0601,272.60117,M-2H
NPA006401,Landomycin X,1052.4627,349.8396,M-2H
NPA006402,"(5S,S)-5-methyl-3-(6-methyloctyl)furan-2(5H)-one",222.163,196.92717,M-2H
NPA006403,Deinoxanthin,580.3927,286.4279,M-2H
NPA006404,"[D-Asp3, Dhb7]microcystin-LR",978.5185,332.059,M-2H
NPA006405,Citreopyrone B,192.0433,173.83385,M-2H
NPA006406,"Hept-4-trans-en,6-yne-2,3-diol",124.0535,163.06331,M-2H
NPA006407,4-methylaeruginoic acid,235.0314,181.53053,M-2H
NPA006408,Pentacecilide B,452.2209,239.36116,M-2H
NPA006409,Terpendole K,515.2682,255.16475,M-2H
NPA006410,Terpendole M,533.2788,256.22934,M-2H
NPA006411,Ambiguine G nitrile,400.1717,231.15695,M-2H
NPA006412,Tryptophol,159.0695,165.82968,M-2H
NPA006413,Cremeomycin,192.0182,173.02733,M-2H
NPA006414,NG-011,660.2065,264.47202,M-2H
NPA006415,Luminacin C1/C2,478.2213,246.25447,M-2H
NPA006416,2-(1-hydroxy-1-methylpropyl)-3-methoxypyrazine,180.0909,176.11394,M-2H
NPA006417,Atranone H,446.1951,241.20868,M-2H
NPA006418,Benzastatin B,284.1899,207.88834,M-2H
NPA006419,Aspergillazine C,448.0951,235.61108,M-2H
NPA006420,Citridone C,325.1325,211.49239,M-2H
NPA006421,Ganodermatetraol,470.3407,249.04475,M-2H
NPA006422,Plorantinone A,232.1474,187.39099,M-2H
NPA006423,Solanapyrone K,357.1951,226.26924,M-2H
NPA006424,PGL KI,1212.703,387.9786,M-2H
NPA006425,Herboxidiene,436.2835,240.00139,M-2H
NPA006426,Hypsiziprenol-B8,632.539,279.69183,M-2H
NPA006427,Liposidomycin M-(III),955.4648,329.017,M-2H
NPA006428,5''-Dihydrohygromycin A,511.17,245.83626,M-2H
NPA006429,Iromycin B,317.2001,218.09615,M-2H
NPA006430,(+)-epicytoskyrin,572.0965,258.0427,M-2H
NPA006431,Sarmentosamide,220.1222,192.60455,M-2H
NPA006432,Neomangicol A,450.2184,226.61186,M-2H
NPA006433,Nybomycin,296.0808,203.98021,M-2H
NPA006434,Salfredin A3,391.0914,212.78056,M-2H
NPA006435,Pyrophen,285.1012,196.49185,M-2H
NPA006437,Graphiumin H,628.1924,257.8181,M-2H
NPA006438,Tetraacetic acid lactone,166.0277,171.46062,M-2H
NPA006439,Roselipin 2A,816.4882,310.6153,M-2H
NPA006440,"4-chloro-6,7-dihydroxymellein",241.9993,184.22859,M-2H
NPA006441,Divaricatine B,260.1059,188.80226,M-2H
NPA006442,APHE-1,210.0804,178.77515,M-2H
NPA006443,Curvulapyrone,254.0801,189.19815,M-2H
NPA006444,Oligomycin G,760.5136,305.09607,M-2H
NPA006445,7-cis-Laetiporic acid,418.2155,238.87366,M-2H
NPA006446,Harzianumol B,208.1474,190.73128,M-2H
NPA006447,Irlactin B,266.1529,202.24673,M-2H
NPA006448,"(-)-(2S,3S,6S,7S,9S)-tremul-1(10)-ene-11,12,15-triol",252.1736,194.62004,M-2H
NPA006449,Archazolid D,914.4609,337.8223,M-2H
NPA006450,"10α,13-dihydroxy-1β-methoxyeremophil-7(11)-en-12,8β-olide",294.1478,204.19104,M-2H
NPA006451,Ganoderenic acid C,514.2941,256.26138,M-2H
NPA006452,Gabosine G,214.0488,175.11844,M-2H
NPA006453,Anhydrowaraterpol B,248.1423,189.96947,M-2H
NPA006454,Terretrione D,286.1328,198.50674,M-2H
NPA006455,Tricladic acid A,254.1165,192.57079,M-2H
NPA006456,Gargalol A,426.3144,244.25954,M-2H
NPA006457,Dihydroxerulin,262.1004,186.30144,M-2H
NPA006458,Plusbacin A4,1155.567,359.25803,M-2H
NPA006459,Coniosclerodione,310.0852,210.14066,M-2H
NPA006460,5'-Hydroxymonocillin III,346.1063,213.53044,M-2H
NPA006461,Conosilane A,274.0852,201.12463,M-2H
NPA006462,"2-methoxy-5-methyl-1,4-benzoquinone",150.0327,155.95987,M-2H
NPA006463,Not named,352.1434,222.45334,M-2H
NPA006464,Geumsanol A,348.1583,215.91086,M-2H
NPA006465,Drimenol ester 6a,458.4134,251.81076,M-2H
NPA006466,4α-hydroxydihydroilludin M,264.1372,193.1618,M-2H
NPA006467,Sterebin Q1,370.2366,225.22583,M-2H
NPA006468,Terrestrol E,260.0695,189.80363,M-2H
NPA006469,Ganoleuconin G,484.3199,257.8829,M-2H
NPA006470,Russujaponol D,234.163,189.06947,M-2H
NPA006471,22-O-(N-Me-L-valyl)aflaquinolone B,548.2897,261.7769,M-2H
NPA006472,CJ-12662,558.2143,261.71103,M-2H
NPA006473,Not named,268.0425,185.70192,M-2H
NPA006474,Corymbiferan lactone C,288.0644,199.14922,M-2H
NPA006475,Not named,443.1955,235.3083,M-2H
NPA006476,Peribysin F,268.1685,194.72865,M-2H
NPA006477,Modiolide A,196.0746,183.5132,M-2H
NPA006478,Anteaglonialide F,334.0852,214.94188,M-2H
NPA006479,Cardinalin 12,578.2162,265.85602,M-2H
NPA006480,Trinactin,776.4721,295.69705,M-2H
NPA006481,RK-95113,399.1459,226.80829,M-2H
NPA006482,Abenquine B2,292.107,203.4135,M-2H
NPA006483,4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one,366.2417,227.91072,M-2H
NPA006484,9-oxostrobulirin A,272.1059,199.416,M-2H
NPA006485,Fornicin A,272.1059,195.92625,M-2H
NPA006486,Dolabellin,608.0831,253.87433,M-2H
NPA006487,13-deoxyarmellide B,464.1612,239.07033,M-2H
NPA006488,Sulpinine B,485.294,263.71164,M-2H
NPA006489,Anachelin 2,759.3206,278.0584,M-2H
NPA006490,Monaphilone A,358.2155,240.74939,M-2H
NPA006491,Fumiquinazoline C,441.1448,234.55215,M-2H
NPA006492,Pamamycin-635D,633.4615,282.924,M-2H
NPA006493,"(-)-(7R,10S)-10-hydroxysydowic acid",278.1165,197.96007,M-2H
NPA006494,Cercosporene E,656.336,282.21,M-2H
NPA006495,Graphiumin E,644.1873,262.56387,M-2H
NPA006496,Lysobacteramide B,508.2948,253.63895,M-2H
NPA006497,Spirangiene A,700.4561,295.3721,M-2H
NPA006498,Squalestatin S4,687.2901,286.01096,M-2H
NPA006499,Cyanobacterin,428.1037,232.82303,M-2H
NPA006500,Muraymycin B5,1069.5302,347.69754,M-2H
NPA006501,Phthoxazolin,288.1484,206.57596,M-2H
NPA006503,Putaminoxin E,212.1423,190.02911,M-2H
NPA006504,Fusamine,285.1012,198.55734,M-2H
NPA006505,Trioxacarcin F,910.3117,320.00076,M-2H
NPA006506,Fasciculol H,488.3512,255.13383,M-2H
NPA006507,"[Ile2,4]lichenysin G15",1046.7002,366.68082,M-2H
NPA006508,(18R)-18-O-B-d-glucopyranosyl-(1-2)-B-d-glucopyranosideof allo-murolic acid,690.3473,275.4155,M-2H
NPA006509,Mycosphine D,238.1579,193.09888,M-2H
NPA006510,Botcinin F,382.2002,230.34438,M-2H
NPA006511,"3β,5α-dihydroxy-6β-methoxyergosta-7,22-diene",442.3457,250.85645,M-2H
NPA006512,Conoideocrellide D,803.3388,297.1105,M-2H
NPA006513,Vulnibactin 2,219.0542,178.15019,M-2H
NPA006514,Obscurolide-D2,273.1012,194.38823,M-2H
NPA006515,Aurachin I,423.242,235.97313,M-2H
NPA006516,Benthophoenin,568.2373,272.63797,M-2H
NPA006517,"3-methyl-6-[[1-(3-methyl-2-butenyl)-1H-indol-3-yl]methyl]-2,5-piperazinedione",323.1644,212.7396,M-2H
NPA006518,"2,3-dihydrocineromycin B",294.1842,206.17686,M-2H
NPA006519,Chaetoglobosin W,544.2584,257.0757,M-2H
NPA006520,Cortistatin H,458.3308,253.4152,M-2H
NPA006521,Thielocin-B2,964.3528,352.2264,M-2H
NPA006522,Decaspirone I,318.0903,210.03108,M-2H
NPA006523,Trichorzin HA-6,1743.0669,467.18405,M-2H
NPA006524,Depsidone 2,402.0597,221.44907,M-2H
NPA006525,(S)-cis-2-Amino-5-chloro-4-pentenoic acid,147.0098,163.92642,M-2H
NPA006526,Sargassopenilline G,366.1325,219.61461,M-2H
NPA006527,Decumbenone C,296.1634,200.58514,M-2H
NPA006528,Micropeptin E,991.4913,344.60388,M-2H
NPA006529,(18 S)-18-O-[B-d-glucopyranosyl-(1-6)]-B-d-glucopyranosyl-(1-2)-B-d-glucopyranosyl-(1-3)-B-d-glucopyranoside ofprotoconstipatic acid,1014.453,341.57126,M-2H
NPA006530,N05WA963D,704.2479,285.02698,M-2H
NPA006531,Pseudogymnoascin C,463.0761,221.70203,M-2H
NPA006532,Microcystin-WR,1065.5294,364.06747,M-2H
NPA006533,Streptazone A,175.0644,174.6472,M-2H
NPA006534,Thielavin B,564.2006,262.28192,M-2H
NPA006535,Tenellic acid B,386.1376,215.14342,M-2H
NPA006536,Promomycin,796.4983,305.25644,M-2H
NPA006537,Inonotusol E,486.3356,254.98756,M-2H
NPA006538,Aurofusarin,568.0652,259.43643,M-2H
NPA006539,Pinazaphilone B,414.0961,222.7723,M-2H
NPA006540,Drechslerine A,222.163,183.91885,M-2H
NPA006541,(–)-sclerodin,326.0801,221.85486,M-2H
NPA006542,Epiremisporine B,574.1122,252.86302,M-2H
NPA006543,Prenylcandidusin C,432.1583,235.85051,M-2H
NPA006544,Iturin C3,1069.5455,353.80264,M-2H
NPA006545,Truncateol A,276.1372,205.98679,M-2H
NPA006546,Botcinin E,382.2002,230.00867,M-2H
NPA006547,Cyclopiamine B,465.2274,246.52621,M-2H
NPA006548,Rufoolivacin D,570.1536,274.9371,M-2H
NPA006549,"CJ-16,264",399.2056,243.58394,M-2H
NPA006550,Neopolyoxin A,493.1455,241.41637,M-2H
NPA006551,Nocapyrone K,264.1372,207.87459,M-2H
NPA006552,Sclerotiotide B,404.2434,235.90561,M-2H
NPA006554,Sulfomycin II,1226.3093,353.75778,M-2H
NPA006555,Erinacerin D,373.1536,217.49492,M-2H
NPA006556,Griseophenone C,302.0801,204.42741,M-2H
NPA006557,Alcanivorone,208.0382,180.8251,M-2H
NPA006558,(-)-Verrucosan-2beta-ol,288.2464,214.66026,M-2H
NPA006559,Daryamide B,330.159,209.25536,M-2H
NPA006560,10-Methyldodec-2-en-4-olide,208.1474,190.31429,M-2H
NPA006561,Sterehirsutinol,266.0953,189.6374,M-2H
NPA006562,AAL Toxin Te1,529.3261,254.82896,M-2H
NPA006563,Fomentaric acid,634.5911,289.46677,M-2H
NPA006564,"3‐hydroxy‐2,4,5‐trimethylphenyl 3‐[(2,4‐dihydroxy‐3,6‐dimethylbenzoyl)oxy]‐6‐hydroxy‐2,4‐dimethylbenzoate",478.1638,241.72035,M-2H
NPA006565,"(6S,7R,10E,14E)-16-(1H-indol-3-yl)-2,6,10,14-tetramethylhexadeca-2,10,14-triene-6,7-diol",421.2991,231.73177,M-2H
NPA006566,C1-15 thermocryptoxanthin-15,936.6854,359.86868,M-2H
NPA006567,8-deoxyheronamide C,431.2835,236.46318,M-2H
NPA006568,Thielocin-A2beta,1172.4264,359.3337,M-2H
NPA006569,"3beta-Linoleyloxyergosta-7,24(28)-diene",658.5699,285.45248,M-2H
NPA006570,Xentrivalpeptide D,809.4698,319.755,M-2H
NPA006571,Microcystilide A,1070.4971,340.14133,M-2H
NPA006572,Penicilactone,156.0433,176.05641,M-2H
NPA006573,Taveuniamide K,359.0621,201.98424,M-2H
NPA006574,BK223 C,644.2116,267.87115,M-2H
NPA006575,Talaromycin C,488.2057,239.0865,M-2H
NPA006576,Pamamycin-635B,633.4615,285.14108,M-2H
NPA006577,Pestalafuranone B,192.0797,184.43619,M-2H
NPA006578,Not named,717.2688,292.21802,M-2H
NPA006579,Teraspiridole B,572.2897,265.08188,M-2H
